,gender,age,emotion,base,rewriting
4012,女性,18-39,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,没关系，谢谢你让我知道。您是否觉得，也许是某人或某事引起了您的负面情绪？
4013,男性,40-69,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？
4014,女性,18-39,愤怒,我明白了，谢谢。在这种情况下，您是否可能将自己视为受害者？,我明白了，那么受害的感觉呢，这些有时会让我们对这个世界感到愤怒。你觉得别人在伤害你或利用你吗？
4015,女性,18-39,愤怒,我明白了，谢谢。在这种情况下，您是否可能将自己视为受害者？,我理解你很生气，你很受伤。你认为你周围的人正在造成你正在经历的负面情绪吗？
4016,男性,40-69,愤怒,我看到有些事情困扰着你。你觉得有人在伤害你吗？,我明白了，那么受害的感觉呢，这些有时会让我们对这个世界感到愤怒。你觉得别人在伤害你或利用你吗？
4017,男性,18-39,愤怒,我看到有些事情困扰着你。你觉得有人在伤害你吗？,没关系，谢谢你让我知道。您是否觉得，也许是某人或某事引起了您的负面情绪？
4018,女性,40-69,愤怒,我看到有些事情困扰着你。你觉得有人在伤害你吗？,谢谢，那么我们需要在别处寻找导致您负面情绪的原因。是其他人让您有这种感觉，例如您的家人或工作中的某个人吗？
4019,男性,18-39,愤怒,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,好的，谢谢你让我知道。也许您已经陷入一种心态，将自己视为受害者，而其他人是肇事者？
4020,女性,18-39,愤怒,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,我明白了，那么受害的感觉呢，这些有时会让我们对这个世界感到愤怒。你觉得别人在伤害你或利用你吗？
4021,男性,40-69,愤怒,你认为有人会对你现在的感受负责吗？,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？
4022,女性,40-69,愤怒,你认为有人会对你现在的感受负责吗？,我明白了，那么受害的感觉呢，这些有时会让我们对这个世界感到愤怒。你觉得别人在伤害你或利用你吗？
4023,男性,40-69,愤怒,你认为有人会对你现在的感受负责吗？,谢谢，那么我们需要在别处寻找导致您负面情绪的原因。是其他人让您有这种感觉，例如您的家人或工作中的某个人吗？
4024,女性,40-69,愤怒,你的感受是别人行为的结果吗？在这种情况下，您认为自己是受害者吗？,我理解你很生气，你很受伤。你认为你周围的人正在造成你正在经历的负面情绪吗？
4025,男性,18-39,愤怒,你的感受是别人行为的结果吗？在这种情况下，您认为自己是受害者吗？,谢谢，那么我们需要在别处寻找导致您负面情绪的原因。是其他人让您有这种感觉，例如您的家人或工作中的某个人吗？
4026,女性,18-39,愤怒,您是否觉得其他人经常表现不佳或对您不尊重？,我理解你很生气，你很受伤。你认为你周围的人正在造成你正在经历的负面情绪吗？
4027,男性,40-69,愤怒,您是否觉得其他人经常表现不佳或对您不尊重？,谢谢，那么我们需要在别处寻找导致您负面情绪的原因。是其他人让您有这种感觉，例如您的家人或工作中的某个人吗？
4028,男性,40-69,愤怒,对自己完全诚实，你会说你总是觉得需要控制吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4029,女性,18-39,愤怒,对自己完全诚实，你会说你总是觉得需要控制吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4030,男性,40-69,愤怒,对自己完全诚实，你会说你总是觉得需要控制吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4031,女性,18-39,愤怒,谢谢你。由于您目前的情绪，您是否觉得需要控制他人？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4032,女性,18-39,愤怒,谢谢你。由于您目前的情绪，您是否觉得需要控制他人？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4033,男性,40-69,愤怒,谢谢你。由于您目前的情绪，您是否觉得需要控制他人？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4034,女性,40-69,愤怒,如果我问，你觉得你现在想要控制你生活中的某个人吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4035,男性,40-69,愤怒,如果我问，你觉得你现在想要控制你生活中的某个人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4036,女性,40-69,愤怒,如果我问，你觉得你现在想要控制你生活中的某个人吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4037,女性,40-69,愤怒,可能是你试图控制某人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4038,男性,40-69,愤怒,可能是你试图控制某人吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4039,女性,18-39,愤怒,可能是你试图控制某人吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4040,女性,18-39,愤怒,有时，您是否喜欢想象自己掌权并控制他人？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4041,女性,18-39,愤怒,有时，您是否喜欢想象自己掌权并控制他人？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4042,男性,18-39,愤怒,有时，您是否喜欢想象自己掌权并控制他人？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4043,女性,40-69,愤怒,您认为您可能对其他人表现出控制性行为吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4044,女性,18-39,愤怒,您认为您可能对其他人表现出控制性行为吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4045,男性,40-69,愤怒,你认为你可能会以一种控制的方式行事吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4046,男性,18-39,愤怒,你认为你可能会以一种控制的方式行事吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4047,女性,18-39,愤怒,你身边或生活中是否有人试图控制？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4048,女性,40-69,愤怒,你身边或生活中是否有人试图控制？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4049,男性,40-69,愤怒,你身边或生活中是否有人试图控制？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4050,女性,40-69,愤怒,您是否觉得自己想要或需要控制生活中其他人的行为？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4051,男性,18-39,愤怒,您是否觉得自己想要或需要控制生活中其他人的行为？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4052,男性,18-39,愤怒,您是否觉得自己想要或需要控制生活中其他人的行为？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4053,女性,40-69,愤怒,你认为你有可能只是想控制另一个人的一举一动吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4054,女性,18-39,愤怒,你认为你有可能只是想控制另一个人的一举一动吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4055,女性,40-69,愤怒,你认为你有可能只是想控制另一个人的一举一动吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4056,男性,18-39,愤怒,你想控制一个不合作的人吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4057,女性,40-69,愤怒,你想控制一个不合作的人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4058,女性,18-39,愤怒,你想控制一个不合作的人吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4059,男性,18-39,愤怒,好的，然后你想如何表现。现在有没有想要尝试控制你生活中的某个人的冲动？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4060,女性,40-69,愤怒,好的，然后你想如何表现。现在有没有想要尝试控制你生活中的某个人的冲动？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4061,女性,18-39,愤怒,你认为你可能需要控制某人，让他们做或说你想要的，以减少愤怒吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4062,男性,40-69,愤怒,你认为你可能需要控制某人，让他们做或说你想要的，以减少愤怒吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4063,男性,18-39,愤怒,你认为你可能需要控制某人，让他们做或说你想要的，以减少愤怒吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4064,女性,18-39,愤怒,当您生气时，您是否经常发现自己试图控制他人？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4065,男性,40-69,愤怒,当您生气时，您是否经常发现自己试图控制他人？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4066,女性,40-69,愤怒,当您生气时，您是否经常发现自己试图控制他人？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4067,男性,18-39,愤怒,你觉得有义务控制别人的态度吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4068,男性,18-39,愤怒,你觉得有义务控制别人的态度吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4069,女性,40-69,愤怒,您是否感觉或愿意控制他人？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4070,男性,18-39,愤怒,您是否感觉或愿意控制他人？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4071,女性,40-69,愤怒,您是否感觉或愿意控制他人？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4072,女性,18-39,愤怒,你认为你最近需要控制你的人际关系吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4073,男性,40-69,愤怒,你认为你最近需要控制你的人际关系吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4074,男性,40-69,愤怒,你认为你最近需要控制你的人际关系吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4075,男性,40-69,愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4076,男性,40-69,愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4077,女性,40-69,愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4078,男性,40-69,愤怒,你认为你现在可以试图控制别人吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4079,女性,40-69,愤怒,你认为你现在可以试图控制别人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4080,女性,18-39,愤怒,你认为你现在可以试图控制别人吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4081,女性,18-39,愤怒,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4082,男性,40-69,愤怒,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4083,女性,18-39,愤怒,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4084,男性,18-39,愤怒,你有没有觉得你试图让某人处于你的控制之下？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4085,女性,18-39,愤怒,你有没有觉得你试图让某人处于你的控制之下？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4086,男性,18-39,愤怒,你有没有觉得你试图让某人处于你的控制之下？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4087,男性,40-69,愤怒,你认为这种情况，以及其中的人，是你试图支配的东西吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4088,男性,18-39,愤怒,你认为这种情况，以及其中的人，是你试图支配的东西吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4089,男性,40-69,愤怒,你觉得你最近需要为别人的行为负责吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4090,女性,18-39,愤怒,老实说，您是否认为自己将时间和精力集中在控制他人的行为上？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4091,男性,18-39,愤怒,老实说，您是否认为自己将时间和精力集中在控制他人的行为上？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4092,女性,40-69,愤怒,老实说，您是否认为自己将时间和精力集中在控制他人的行为上？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4093,女性,18-39,愤怒,如果我问你这个，你觉得你需要控制吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4094,男性,40-69,愤怒,如果我问你这个，你觉得你需要控制吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4095,男性,18-39,愤怒,如果我问你这个，你觉得你需要控制吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4096,女性,18-39,愤怒,在你的生活中，有没有人试图影响他的意见？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4097,女性,40-69,愤怒,您是否认为有人没有给您应得的自由，而您必须说服他们？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？
4098,男性,40-69,愤怒,您是否认为有人没有给您应得的自由，而您必须说服他们？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4099,女性,40-69,愤怒,您是否认为有人没有给您应得的自由，而您必须说服他们？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4100,男性,18-39,愤怒,你是否经常发现自己试图控制别人？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4101,男性,18-39,愤怒,你是否经常发现自己试图控制别人？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4102,女性,40-69,愤怒,你会说你可能试图控制某人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4103,女性,18-39,愤怒,你会说你可能试图控制某人吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4104,女性,40-69,愤怒,你会说你可能试图控制某人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4105,男性,18-39,愤怒,你认为你的行为会被别人认为是控制吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4106,女性,40-69,愤怒,你认为你的行为会被别人认为是控制吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4107,女性,18-39,愤怒,你认为你的行为会被别人认为是控制吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4108,男性,18-39,愤怒,我明白了，谢谢。控制行为呢？你有没有向其他人展示过这些？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4109,女性,40-69,愤怒,我明白了，谢谢。控制行为呢？你有没有向其他人展示过这些？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4110,女性,18-39,愤怒,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4111,男性,18-39,愤怒,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4112,女性,18-39,愤怒,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4113,男性,40-69,愤怒,谢谢你，那么你控制或影响他人的能力呢？您是否觉得自己已经或需要对他人产生影响？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4114,女性,40-69,愤怒,谢谢你，那么你控制或影响他人的能力呢？您是否觉得自己已经或需要对他人产生影响？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4115,男性,18-39,愤怒,谢谢你，那么你控制或影响他人的能力呢？您是否觉得自己已经或需要对他人产生影响？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4116,男性,18-39,愤怒,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4117,女性,40-69,愤怒,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4118,男性,18-39,愤怒,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4119,女性,40-69,愤怒,您是否有可能试图改变或影响他人的行为？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？
4120,女性,18-39,愤怒,您是否有可能试图改变或影响他人的行为？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？
4121,男性,40-69,愤怒,您是否有可能试图改变或影响他人的行为？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？
4122,男性,40-69,愤怒,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？
4123,男性,40-69,愤怒,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？
4124,女性,18-39,愤怒,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？
4125,男性,40-69,愤怒,我想知道当发生不好的事情时，您是否总是感到有责任感。,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4126,女性,40-69,愤怒,我想知道当发生不好的事情时，您是否总是感到有责任感。,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4127,男性,40-69,愤怒,在审视自己的处境时，您是否总是为正在发生的事情责备自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4128,女性,40-69,愤怒,在审视自己的处境时，您是否总是为正在发生的事情责备自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4129,女性,18-39,愤怒,你是否总是试图批评自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4130,女性,18-39,愤怒,你是否总是试图批评自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4131,男性,40-69,愤怒,你会不会说每次出了问题你总是责备自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4132,女性,18-39,愤怒,你会不会说每次出了问题你总是责备自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4133,男性,18-39,愤怒,当事情不对或出错时，您是否有总是责怪和指责自己的倾向？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4134,女性,18-39,愤怒,当事情不对或出错时，您是否有总是责怪和指责自己的倾向？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4135,男性,18-39,愤怒,你有没有注意到你最近总是因为任何消极的情况而责备或指责自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4136,男性,40-69,愤怒,你有没有注意到你最近总是因为任何消极的情况而责备或指责自己？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4137,男性,18-39,愤怒,你有没有注意到你最近总是因为任何消极的情况而责备或指责自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4138,男性,40-69,愤怒,当事情出错时，您是否总是觉得自己应该受到责备？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4139,女性,18-39,愤怒,当事情出错时，您是否总是觉得自己应该受到责备？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4140,男性,18-39,愤怒,当事情出错时，您是否总是觉得自己应该受到责备？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4141,女性,40-69,愤怒,你是否觉得总是你的错？当事情没有解决时，你会严厉地责备和指责自己吗？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4142,女性,18-39,愤怒,你是否觉得总是你的错？当事情没有解决时，你会严厉地责备和指责自己吗？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4143,男性,40-69,愤怒,你是否觉得总是你的错？当事情没有解决时，你会严厉地责备和指责自己吗？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4144,男性,18-39,愤怒,当事情出错时，你是否总是认为自己是罪魁祸首？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4145,女性,18-39,愤怒,当事情出错时，你是否总是认为自己是罪魁祸首？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4146,女性,40-69,愤怒,当事情出错时，你是否总是认为自己是罪魁祸首？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4147,男性,40-69,愤怒,你认为你总是为不是你的错的事情承担责任吗？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4148,女性,40-69,愤怒,你认为你总是为不是你的错的事情承担责任吗？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4149,男性,18-39,愤怒,当坏事发生时，你总是生自己的气吗？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4150,男性,18-39,愤怒,当坏事发生时，你总是生自己的气吗？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4151,女性,40-69,愤怒,如何对你生活中发生的事情负责。你是否觉得自己总是要为出错的事情负责？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4152,女性,18-39,愤怒,如何对你生活中发生的事情负责。你是否觉得自己总是要为出错的事情负责？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4153,女性,40-69,愤怒,如何对你生活中发生的事情负责。你是否觉得自己总是要为出错的事情负责？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4154,男性,18-39,愤怒,你是否总是因为发生在你身上的负面事情而对自己感到内疚或生气？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4155,女性,40-69,愤怒,你是否总是因为发生在你身上的负面事情而对自己感到内疚或生气？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4156,男性,18-39,愤怒,你是否总是因为发生在你身上的负面事情而对自己感到内疚或生气？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
4157,女性,40-69,愤怒,你是否总是为发生在你身上的坏事而生自己的气？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
4158,女性,18-39,愤怒,你是否总是为发生在你身上的坏事而生自己的气？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
4159,男性,40-69,愤怒,你是否总是为发生在你身上的坏事而生自己的气？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
4160,男性,18-39,愤怒,你总是为自己的错误责备自己吗？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
