,emotion,rewriting,base,semantic,transformation
2788,焦虑,感谢您分享这些感受，我理解这对您来说可能是一个艰难的过程。如果你没问题，我想再问你一些问题，以帮助我更好地了解你的情况。,非常感谢你告诉我。如果你不介意，我会问你几个问题，这样我才能更好地了解发生了什么。,4,LOW
2789,焦虑,我是来找你的，谢谢你与我分享。你介意我再问你几个问题吗？,非常感谢你告诉我。如果你不介意，我会问你几个问题，这样我才能更好地了解发生了什么。,4,LOW
2790,焦虑,感谢您与我分享，感谢您对我的信任。我想再问你几个关于你的情况的问题，如果你没问题的话。,非常感谢你告诉我。如果你不介意，我会问你几个问题，这样我才能更好地了解发生了什么。,4,LOW
2791,焦虑,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,谢谢你。我现在想问一些问题，以便我了解您的情况。,4,LOW
2792,焦虑,我真的很感激你对我敞开心扉。如果你不介意的话，我还有一些问题。,谢谢你。我现在想问一些问题，以便我了解您的情况。,4,LOW
2793,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,谢谢你。我现在想问一些问题，以便我了解您的情况。,4,LOW
2794,焦虑,谢谢你，你做得很好，和我分享这个。如果你没问题，我想再问一些问题，以真正了解你正在经历的事情。,谢谢。如果你允许的话，我现在想再问你一些问题。,4,LOW
2795,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,谢谢。如果你允许的话，我现在想再问你一些问题。,4,LOW
2796,焦虑,感谢您分享这些感受，我理解这对您来说可能是一个艰难的过程。如果你没问题，我想再问你一些问题，以帮助我更好地了解你的情况。,谢谢。如果你允许的话，我现在想再问你一些问题。,4,LOW
2797,焦虑,我真的很感激你对我敞开心扉。如果你不介意的话，我还有一些问题。,非常感谢你。我现在想再问你一些问题，以帮助我了解你正在经历的事情。,4,LOW
2798,焦虑,我非常乐意倾听您的担忧并与我分享您的感受。你愿意多说几句，以便我给你提供一些有用的建议吗？,非常感谢你。我现在想再问你一些问题，以帮助我了解你正在经历的事情。,4,LOW
2799,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,非常感谢你。我现在想再问你一些问题，以帮助我了解你正在经历的事情。,4,LOW
2800,焦虑,感谢您分享这些感受，我理解这对您来说可能是一个艰难的过程。如果你没问题，我想再问你一些问题，以帮助我更好地了解你的情况。,到目前为止，您一直很棒，您的感受绝对有效，我知道重新审视或解决焦虑或过去的事件可能非常困难。可以问一些问题以了解您的情况吗？,4,LOW
2801,焦虑,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,到目前为止，您一直很棒，您的感受绝对有效，我知道重新审视或解决焦虑或过去的事件可能非常困难。可以问一些问题以了解您的情况吗？,4,LOW
2802,焦虑,我非常乐意倾听您的担忧并与我分享您的感受。你愿意多说几句，以便我给你提供一些有用的建议吗？,到目前为止，您一直很棒，您的感受绝对有效，我知道重新审视或解决焦虑或过去的事件可能非常困难。可以问一些问题以了解您的情况吗？,4,LOW
2803,焦虑,谢谢你，你做得很好，和我分享这个。如果你没问题，我想再问一些问题，以真正了解你正在经历的事情。,很高兴你分享了你的感受。我们可以进一步谈谈以帮助我了解我如何在您的情况下为您提供支持吗？,4,LOW
2804,焦虑,我真的很感激你对我敞开心扉。如果你不介意的话，我还有一些问题。,很高兴你分享了你的感受。我们可以进一步谈谈以帮助我了解我如何在您的情况下为您提供支持吗？,4,LOW
2805,焦虑,我是来找你的，谢谢你与我分享。你介意我再问你几个问题吗？,很高兴你分享了你的感受。我们可以进一步谈谈以帮助我了解我如何在您的情况下为您提供支持吗？,4,LOW
2806,焦虑,感谢您的分享，它帮助我了解您所经历的一切。我将再问几个问题，以找出帮助您度过难关的最佳方法。,感谢您选择与我分享您的感受。如果你觉得舒服，我可以再问你一些问题，看看我怎样才能最好地支持你吗？,4,LOW
2807,焦虑,我是来找你的，谢谢你与我分享。你介意我再问你几个问题吗？,感谢您选择与我分享您的感受。如果你觉得舒服，我可以再问你一些问题，看看我怎样才能最好地支持你吗？,4,LOW
2808,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,感谢您选择与我分享您的感受。如果你觉得舒服，我可以再问你一些问题，看看我怎样才能最好地支持你吗？,4,LOW
2809,焦虑,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,好的谢谢。所以如果可以的话，让我问一些问题，以尝试更多地了解事情。,4,LOW
2810,焦虑,我非常乐意倾听您的担忧并与我分享您的感受。你愿意多说几句，以便我给你提供一些有用的建议吗？,好的谢谢。所以如果可以的话，让我问一些问题，以尝试更多地了解事情。,4,LOW
2811,焦虑,我真的很想帮忙。如果你不介意，我想再问一些问题。,好的谢谢。所以如果可以的话，让我问一些问题，以尝试更多地了解事情。,4,LOW
2812,焦虑,我真的很想帮忙。如果你不介意，我想再问一些问题。,谢谢你和我分享这个。现在，为了更好的理解，我想问一些更多的问题。,4,LOW
2813,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,谢谢你和我分享这个。现在，为了更好的理解，我想问一些更多的问题。,4,LOW
2814,焦虑,感谢您的分享，它帮助我了解您所经历的一切。我将再问几个问题，以找出帮助您度过难关的最佳方法。,谢谢你和我分享这个。现在，为了更好的理解，我想问一些更多的问题。,4,LOW
2815,焦虑,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,感谢您与我分享。我可以再问你一些问题，希望我能帮助你处理这种负面情绪吗？,4,LOW
2816,焦虑,我非常乐意倾听您的担忧并与我分享您的感受。你愿意多说几句，以便我给你提供一些有用的建议吗？,感谢您与我分享。我可以再问你一些问题，希望我能帮助你处理这种负面情绪吗？,4,LOW
2817,焦虑,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？,感谢您与我分享。我可以再问你一些问题，希望我能帮助你处理这种负面情绪吗？,4,LOW
2818,焦虑,感谢您的分享，它帮助我了解您所经历的一切。我将再问几个问题，以找出帮助您度过难关的最佳方法。,谢谢你和我分享你的感受。现在，我想尝试通过一些问题来更多地了解您的感受。,4,LOW
2819,焦虑,你的回答对我的理解很有帮助。我非常想了解更多，所以我还有几个问题，如果你觉得可以吗？,谢谢你和我分享你的感受。现在，我想尝试通过一些问题来更多地了解您的感受。,4,LOW
2820,焦虑,谢谢你，你做得很好，和我分享这个。如果你没问题，我想再问一些问题，以真正了解你正在经历的事情。,谢谢你和我分享你的感受。现在，我想尝试通过一些问题来更多地了解您的感受。,4,LOW
2821,焦虑,感谢您与我分享，感谢您对我的信任。我想再问你几个关于你的情况的问题，如果你没问题的话。,感谢您迄今为止的开放态度。我现在想继续提出更多问题，以便我能够更好地理解和帮助您。,4,LOW
2822,焦虑,感谢您分享这些感受，我理解这对您来说可能是一个艰难的过程。如果你没问题，我想再问你一些问题，以帮助我更好地了解你的情况。,感谢您迄今为止的开放态度。我现在想继续提出更多问题，以便我能够更好地理解和帮助您。,4,LOW
2823,焦虑,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,感谢您迄今为止的开放态度。我现在想继续提出更多问题，以便我能够更好地理解和帮助您。,4,LOW
2824,焦虑,我是来找你的，谢谢你与我分享。你介意我再问你几个问题吗？,感谢您与我分享这一点，我很感激这对您来说既艰难又令人沮丧。我可以问几个问题来帮助我了解发生了什么吗？,4,LOW
2825,焦虑,感谢您的分享，它帮助我了解您所经历的一切。我将再问几个问题，以找出帮助您度过难关的最佳方法。,感谢您与我分享这一点，我很感激这对您来说既艰难又令人沮丧。我可以问几个问题来帮助我了解发生了什么吗？,4,LOW
2826,焦虑,我真的很感激你对我敞开心扉。如果你不介意的话，我还有一些问题。,感谢您与我分享这一点，我很感激这对您来说既艰难又令人沮丧。我可以问几个问题来帮助我了解发生了什么吗？,4,LOW
2827,焦虑,我完全理解你的感受，这一定很难。如果我可以问，你是否觉得你已经向某人表达了以下任何情绪：,您认为您最近是否有过以下情绪：,5,LOW
2828,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,您认为您最近是否有过以下情绪：,5,LOW
2829,焦虑,我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过以下任何情绪：,您认为您最近是否有过以下情绪：,5,LOW
2830,焦虑,您是否对一个或多个人有以下任何感受：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,5,LOW
2831,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,5,LOW
2832,焦虑,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,5,LOW
2833,焦虑,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,LOW
2834,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,LOW
2835,焦虑,请问您是否对某人有过或表达过以下任何情绪：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,LOW
2836,焦虑,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,LOW
2837,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,LOW
2838,焦虑,为了帮助您，请您指出您是否对他人有以下任何情绪：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,LOW
2839,焦虑,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,5,LOW
2840,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,5,LOW
2841,焦虑,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,5,LOW
2842,焦虑,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,LOW
2843,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,LOW
2844,焦虑,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,LOW
2845,焦虑,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,5,LOW
2846,焦虑,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,5,LOW
2847,焦虑,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,5,LOW
2848,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,5,LOW
2849,焦虑,有没有向任何人表达过这种感觉：,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,5,LOW
2850,焦虑,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,5,LOW
2851,焦虑,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,你是否对别人有以下感觉：,5,LOW
2852,焦虑,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,你是否对别人有以下感觉：,5,LOW
2853,焦虑,有没有向任何人表达过这种感觉：,你是否对别人有以下感觉：,5,LOW
2854,焦虑,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：,您是否对某人有强烈的以下任何一种情绪：,5,LOW
2855,焦虑,我们都会感受到情绪，有时会向他人表达情绪，有时这些情绪会非常强烈。您是否认为您对某人有过强烈的感受或表达过以下任何情绪：,您是否对某人有强烈的以下任何一种情绪：,5,LOW
2856,焦虑,您是否对一个或多个人有以下任何感受：,您是否对某人有强烈的以下任何一种情绪：,5,LOW
2857,焦虑,我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过以下任何情绪：,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,5,LOW
2858,焦虑,我知道当我感到焦虑或害怕时，我有时会不假思索地做出消极的反应；我想知道你是否也遇到过同样的情况。如果我可以问，你会说你对某人有强烈的感受或表达过以下任何一种情绪吗：,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,5,LOW
2859,焦虑,我完全理解你的感受，这一定很难。如果我可以问，你是否觉得你已经向某人表达了以下任何情绪：,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,5,LOW
2860,焦虑,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：,您是否对他人有过以下任何负面情绪：,5,LOW
2861,焦虑,有没有向任何人表达过这种感觉：,您是否对他人有过以下任何负面情绪：,5,LOW
2862,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,您是否对他人有过以下任何负面情绪：,5,LOW
2863,焦虑,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,LOW
2864,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,LOW
2865,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,LOW
2866,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,5,LOW
2867,焦虑,您是否对一个或多个人有以下任何感受：,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,5,LOW
2868,焦虑,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,5,LOW
2869,焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,LOW
2870,焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,LOW
2871,焦虑,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,LOW
2872,焦虑,你是不是总觉得必须把别人放在自己之前？,这是因为有一种对他人而不是自己的幸福负责的感觉造成的吗？,6,LOW
2873,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,这是因为有一种对他人而不是自己的幸福负责的感觉造成的吗？,6,LOW
2874,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,这是因为有一种对他人而不是自己的幸福负责的感觉造成的吗？,6,LOW
2875,焦虑,我可以理解你现在的感受，并想看看这里是否有更深层次的因素在起作用。你认为自己是那种想要或需要拯救他人的人吗？,你觉得你对另一个人或其他人完全负责吗？,6,LOW
2876,焦虑,我想进一步调查一下是什么造成了这种感觉。你认为你应该成为别人的救世主吗？,你觉得你对另一个人或其他人完全负责吗？,6,LOW
2877,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,你觉得你对另一个人或其他人完全负责吗？,6,LOW
2878,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,谢谢你。如果您能够拯救他人或帮助他们摆脱困境，您是否觉得自己的生活会更快乐？,6,LOW
2879,焦虑,你认为至少你的一些焦虑可能是因为你有责任拯救别人吗？,谢谢你。如果您能够拯救他人或帮助他们摆脱困境，您是否觉得自己的生活会更快乐？,6,LOW
2880,焦虑,你认为自己是一个同理心的人吗，总是为他人着想对你来说很重要吗？,我了解您感到焦虑。你认为你的焦虑可能是因为你试图拯救一个可能不需要拯救的人吗？,6,LOW
2881,焦虑,你是不是总觉得必须把别人放在自己之前？,我了解您感到焦虑。你认为你的焦虑可能是因为你试图拯救一个可能不需要拯救的人吗？,6,LOW
2882,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,我了解您感到焦虑。你认为你的焦虑可能是因为你试图拯救一个可能不需要拯救的人吗？,6,LOW
2883,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,你认为帮助别人是你的责任吗？,6,LOW
2884,焦虑,你认为自己是一个同理心的人吗，总是为他人着想对你来说很重要吗？,你认为帮助别人是你的责任吗？,6,LOW
2885,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,你认为帮助别人是你的责任吗？,6,LOW
2886,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,您是否认为有时您会优先考虑其他人的问题并试图拯救他们而不是处理自己的问题？,6,LOW
2887,焦虑,你认为至少你的一些焦虑可能是因为你有责任拯救别人吗？,您是否认为有时您会优先考虑其他人的问题并试图拯救他们而不是处理自己的问题？,6,LOW
2888,焦虑,你觉得你想拯救别人并让他们感觉更好吗？,您是否认为有时您会优先考虑其他人的问题并试图拯救他们而不是处理自己的问题？,6,LOW
2889,焦虑,我知道您今天感觉不舒服，想进一步调查是什么困扰着您。你有这种感觉是因为你试图帮助你关心的人吗？,我想让你知道我完全理解这种感觉是什么感觉，我接下来的问题可能会帮助我理解表面之下发生的事情。你认为你可以试图成为别人的救援者吗？,6,LOW
2890,焦虑,如果你帮助别人，你认为对你有帮助吗？,我想让你知道我完全理解这种感觉是什么感觉，我接下来的问题可能会帮助我理解表面之下发生的事情。你认为你可以试图成为别人的救援者吗？,6,LOW
2891,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,我想让你知道我完全理解这种感觉是什么感觉，我接下来的问题可能会帮助我理解表面之下发生的事情。你认为你可以试图成为别人的救援者吗？,6,LOW
2892,焦虑,你认为至少你的一些焦虑可能是因为你有责任拯救别人吗？,我知道您现在感到有些不安和焦虑。你能告诉我更多关于你的感受吗？您是否觉得需要帮助生活中的其他人以使自己感觉更好？,6,LOW
2893,焦虑,你觉得你想拯救别人并让他们感觉更好吗？,我知道您现在感到有些不安和焦虑。你能告诉我更多关于你的感受吗？您是否觉得需要帮助生活中的其他人以使自己感觉更好？,6,LOW
2894,焦虑,我知道您今天感觉不舒服，想进一步调查是什么困扰着您。你有这种感觉是因为你试图帮助你关心的人吗？,我知道您现在感到有些不安和焦虑。你能告诉我更多关于你的感受吗？您是否觉得需要帮助生活中的其他人以使自己感觉更好？,6,LOW
2895,焦虑,我想进一步调查一下是什么造成了这种感觉。你认为你应该成为别人的救世主吗？,您是否担心并担心让别人更快乐是您的工作？,6,LOW
2896,焦虑,谢谢你，我真的很感谢你的合作，我想我们应该花点时间看看是什么让你有这种感觉。我可以问一下，在你的生活中，你觉得以某种方式“拯救”别人是你的工作吗？,您是否担心并担心让别人更快乐是您的工作？,6,LOW
2897,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,您是否担心并担心让别人更快乐是您的工作？,6,LOW
2898,焦虑,你是不是总觉得必须把别人放在自己之前？,您是否认为有时您可能会觉得有必要帮助某人？,6,LOW
2899,焦虑,谢谢你，我真的很感谢你的合作，我想我们应该花点时间看看是什么让你有这种感觉。我可以问一下，在你的生活中，你觉得以某种方式“拯救”别人是你的工作吗？,您是否认为有时您可能会觉得有必要帮助某人？,6,LOW
2900,焦虑,我知道您今天感觉不舒服，想进一步调查是什么困扰着您。你有这种感觉是因为你试图帮助你关心的人吗？,您是否认为有时您可能会觉得有必要帮助某人？,6,LOW
2901,焦虑,是不是您觉得有必要尝试拯救他人，而这可能是您感到焦虑的根源？,在你的生活中，是否有人觉得可能需要你的帮助？,6,LOW
2902,焦虑,你觉得你想拯救别人并让他们感觉更好吗？,在你的生活中，是否有人觉得可能需要你的帮助？,6,LOW
2903,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,在你的生活中，是否有人觉得可能需要你的帮助？,6,LOW
2904,焦虑,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？,在内心深处，你相信你应该总是帮助别人吗？,6,LOW
2905,焦虑,你认为自己是一个把别人的需要放在自己之前的人吗？,在内心深处，你相信你应该总是帮助别人吗？,6,LOW
2906,焦虑,谢谢你。如果我问，你觉得你必须总是帮助别人吗？,在内心深处，你相信你应该总是帮助别人吗？,6,LOW
2907,焦虑,说别人经常对你的负面情绪和想法负责，你对此有些无能为力，是否公平？,你觉得有人要怪你吗？,7,LOW
2908,焦虑,好的，如果您能与我分享更多信息，我将不胜感激。你可能认为自己是受害者吗？你会因为你的负面情绪而责怪别人吗？,你觉得有人要怪你吗？,7,LOW
2909,焦虑,你可能觉得自己是一个受害者，你是否觉得你的焦虑背后有人？,你觉得有人要怪你吗？,7,LOW
2910,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,在这种情况下，是否更像是一种被其他人做错的感觉，导致了这些消极的想法？,7,LOW
2911,焦虑,你是否觉得别人故意让你感觉不好？,在这种情况下，是否更像是一种被其他人做错的感觉，导致了这些消极的想法？,7,LOW
2912,焦虑,您认为是否有任何外部因素可能会影响您的感受，例如其他人的行为、言语或行为？,在这种情况下，是否更像是一种被其他人做错的感觉，导致了这些消极的想法？,7,LOW
2913,焦虑,您个人会认为自己会受到周围其他人的情绪和行为的影响吗？,谢谢你的回答。你是否觉得有人给你施加了不适当的压力？,7,LOW
2914,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,谢谢你的回答。你是否觉得有人给你施加了不适当的压力？,7,LOW
2915,焦虑,好的，如果您能与我分享更多信息，我将不胜感激。你可能认为自己是受害者吗？你会因为你的负面情绪而责怪别人吗？,谢谢你的回答。你是否觉得有人给你施加了不适当的压力？,7,LOW
2916,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,谢谢，如果可以的话，我想问一个后续问题。我可以问你是否觉得其他人可能是你消极情绪的原因，而不是你自己的行为或行为？,7,LOW
2917,焦虑,你是否觉得别人故意让你感觉不好？,谢谢，如果可以的话，我想问一个后续问题。我可以问你是否觉得其他人可能是你消极情绪的原因，而不是你自己的行为或行为？,7,LOW
2918,焦虑,您认为是否有任何外部因素可能会影响您的感受，例如其他人的行为、言语或行为？,谢谢，如果可以的话，我想问一个后续问题。我可以问你是否觉得其他人可能是你消极情绪的原因，而不是你自己的行为或行为？,7,LOW
2919,焦虑,您个人会认为自己会受到周围其他人的情绪和行为的影响吗？,您可能会因为将自己视为受害者而有这种感觉吗？,7,LOW
2920,焦虑,说别人经常对你的负面情绪和想法负责，你对此有些无能为力，是否公平？,您可能会因为将自己视为受害者而有这种感觉吗？,7,LOW
2921,焦虑,您认为是否有任何外部因素可能会影响您的感受，例如其他人的行为、言语或行为？,您可能会因为将自己视为受害者而有这种感觉吗？,7,LOW
2922,焦虑,好的，如果您能与我分享更多信息，我将不胜感激。你可能认为自己是受害者吗？你会因为你的负面情绪而责怪别人吗？,那么这样的话，我想知道，也许你觉得你太依赖别人的认可了。你认为你的负面情绪部分是由他人造成的吗？,7,LOW
2923,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,那么这样的话，我想知道，也许你觉得你太依赖别人的认可了。你认为你的负面情绪部分是由他人造成的吗？,7,LOW
2924,焦虑,你可能觉得自己是一个受害者，你是否觉得你的焦虑背后有人？,那么这样的话，我想知道，也许你觉得你太依赖别人的认可了。你认为你的负面情绪部分是由他人造成的吗？,7,LOW
2925,焦虑,好的，如果您能与我分享更多信息，我将不胜感激。你可能认为自己是受害者吗？你会因为你的负面情绪而责怪别人吗？,你认为人们对你不公平吗？,7,LOW
2926,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,你认为人们对你不公平吗？,7,LOW
2927,焦虑,您个人会认为自己会受到周围其他人的情绪和行为的影响吗？,你认为人们对你不公平吗？,7,LOW
2928,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,您是否认为自己可能会无意中发现自己将他人视为消极情绪的来源，并因此而觉得自己是受害者？,7,LOW
2929,焦虑,您个人会认为自己会受到周围其他人的情绪和行为的影响吗？,您是否认为自己可能会无意中发现自己将他人视为消极情绪的来源，并因此而觉得自己是受害者？,7,LOW
2930,焦虑,你可能觉得自己是一个受害者，你是否觉得你的焦虑背后有人？,您是否认为自己可能会无意中发现自己将他人视为消极情绪的来源，并因此而觉得自己是受害者？,7,LOW
2931,焦虑,您认为是否有任何外部因素可能会影响您的感受，例如其他人的行为、言语或行为？,您是否觉得自己受到了他人行为的负面影响？,7,LOW
2932,焦虑,您个人会认为自己会受到周围其他人的情绪和行为的影响吗？,您是否觉得自己受到了他人行为的负面影响？,7,LOW
2933,焦虑,说别人经常对你的负面情绪和想法负责，你对此有些无能为力，是否公平？,您是否觉得自己受到了他人行为的负面影响？,7,LOW
2934,焦虑,您认为其他人的态度和/或行为会影响您的感受吗？,那就好，谢谢解答。我想问一下，如果您不介意，您是否觉得自己受到了伤害和/或其他人对您的负面情绪负责？,7,LOW
