,gender,age,emotion,base,rewriting
978,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否总是认为自己是罪魁祸首？
979,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你认为你总是为不是你的错的事情承担责任吗？
980,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当坏事发生时，你总是生自己的气吗？
981,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？
982,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,如何对你生活中发生的事情负责。你是否觉得自己总是要为出错的事情负责？
983,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你是否总是因为发生在你身上的负面事情而对自己感到内疚或生气？
984,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你是否总是为发生在你身上的坏事而生自己的气？
985,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你总是为自己的错误责备自己吗？
986,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,无论发生什么事，你总是觉得不对劲吗？
987,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否倾向于向内看并为出现的每个问题责备自己？
988,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢，我明白了。你相信你是所有问题的根源吗？
989,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你会说，出了事总是自责吗？
990,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你有没有想过这种不好的感觉是否是因为你总是在出现问题时责备自己并指责自己？
991,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，你是否经常责备自己？
992,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否觉得总是你的错？
993,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当负面事件发生时，你是否总是把额外的责任归咎于自己？
994,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否觉得自己总是要承担所有后果？
995,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否总是觉得自己是造成问题的人？
996,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否觉得意外情况总是要归咎于您？
997,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情没有按计划进行时，你是否总是让自己感觉很糟糕？
998,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，您是否发现自己总是要承担责任？
999,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你是否觉得，在内心深处，你总是为发生的任何不好的事情而对自己大喊大叫？
1000,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否通常觉得自己应该做一些不同的事情，您是否经常质疑自己的行为？
1001,男性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否总是觉得自己应该受到责备？
1002,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。
1003,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你到目前为止的回答。如果我问，你觉得你是那种一出事就总是自责的人吗？
1004,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,你是不是总觉得自己摸到的东西都坏掉了，犯错总是过分自责？
1005,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否觉得自己总是在责备和指责自己？
1006,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,如果我告诉你，你可能对自己太苛刻了，你会同意吗？
1007,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢你。当事情出错时，你是否觉得总是你的错？
1008,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,即使后果并不直接取决于您自己的行为，您是否总是对周围发生的一切负责？
1009,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？
1010,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？
1011,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,你是否总是觉得自己是发生在你身上的困难或麻烦的主要责任人？
1012,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。您是否认为您最近总是在为某事责备自己？
1013,男性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,当您周围出现问题时，您是否发现自己总是或经常将自己定位为该受责备的人？
1014,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，你是否总是觉得你可以做得更多或不同？
1015,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,老实说，你认为你总是可以考虑替代你的观点吗？
1016,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有从不同的角度看待生活中正在发生的事情？
1017,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您认为在您目前的情况下可能还有其他观点可以考虑吗？
1018,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？
1019,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您过去可能进行过其他对话，在这些对话中您谈到了其他观点和观点。您是否曾经在自己的生活中实践过提供给您的任何建议或新观点？
1020,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,如果可能的话，我想知道您是否觉得您一直对过去向您提出的不同观点给予充分和仔细的考虑。
1021,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有尝试从别人的角度看问题，它有帮助吗？
1022,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否会说，当其他观点出现在之前的对话中时，您真的能够考虑这些观点吗？
1023,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有想过别人在你的情况下会怎么想或感受？
1024,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,当谈到你的谈话时，你认为自己是一个倾听其他观点的人吗？
1025,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你会说你一般都会听别人的意见吗？
1026,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,当发生让你生气的事情时，你有没有想过替别人着想？
1027,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,回想一下你最近的谈话，你还记得别人的想法吗，你有没有进一步考虑过？
1028,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否考虑过可以改变您对当前状况的看法的各种观点和观点？
1029,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在得出结论之前，您是否也倾向于包括其他人的观点？
1030,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有尝试过从另一个角度看待这种情况，以及你目前的情绪？
1031,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你通常会考虑别人的想法，你重视他们吗？
1032,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,当你与他人交谈时，你是否能够认真倾听并诚实地考虑他们的观点？
1033,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？
1034,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您能否自信地说，您过去一直仔细考虑朋友或家人提出的其他观点？
1035,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,老实说，当别人向您提出意见时，您是否真的觉得您总是会考虑并尊重他人的意见？
1036,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在之前与您生活中的人的讨论中，您是否检查并采纳了与您自己不同的任何观点？
1037,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有站在对方的角度，站在对方的角度看这个情况？
1038,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为还有另一种方式来看待这种情况吗？
1039,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有花时间考虑过你的观点之外的其他观点？
1040,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有从别人的角度看情况，你觉得有用吗？
1041,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为你能把你的愿景变成另一个观点吗？
1042,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否考虑过其他人在您之前与他们的对话中会如何看待事物？
1043,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你容易考虑别人的观点吗？
1044,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否能够在不立即判断或争论的情况下查看其他观点？
1045,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你真的觉得你在之前的谈话中总是能够考虑其他观点吗？
1046,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你会说你在之前的谈话中一直考虑其他观点，充分考虑其他人的意见和建议，而不是让他们闭嘴吗？
1047,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。
1048,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,请问在日常生活中，您是否会认真倾听朋友的意见，而不总是有提出自己愿景的冲动？
1049,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,老实说，您能否告诉我，在之前的对话中，您是否真的考虑过其他观点和观点？
1050,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为自己是一个能够真正倾听他人意见的人吗？
1051,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我想知道从另一个角度来看这个是否有用，你有没有尝试过？
1052,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,作为一种习惯，你会说你热衷于考虑除你自己之外的其他观点吗？
1053,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？
1054,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否觉得自己通常能够走出自我，以全新的眼光看待情况？
1055,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，您是否考虑并考虑过向您提出的任何其他观点？
1056,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？
1057,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在您的日常互动中，您是否经常发现当出现不同的观点时，您愿意改变主意？
1058,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢。当您进行对话时，您通常会征求其他人的意见和反馈吗？
1059,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,最近有没有发生什么事情让你觉得与你的朋友和家人的支持网络疏远了？
1060,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在您的个人生活中是否有任何令人不安的事情，您是否与亲近的人闹翻了？
1061,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,由于与生活中的人争吵，您是否正在经历强烈的负面情绪？
1062,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉听到你的麻烦，我总是在这里提供帮助。您现在是否在与任何亲人相处时遇到困难？
1063,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您最近是否与朋友或亲人发生了个人问题，也许是闹翻了，或者您有家庭问题吗？
1064,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,是否因为与朋友或亲人的关系问题等令人痛苦的事件，您现在正在经历个人危机？
1065,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正在经历一些痛苦的事情，例如与您所爱的人闹翻？
1066,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,由于与亲近的人的关系出现问题，您是否觉得自己正在经历个人危机？
1067,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,这种感觉是否给您和您所爱的人带来了更大的问题？它是否导致了个人危机？
1068,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你觉得你现在的个人生活不稳定吗？您与家人或朋友的关系是否岌岌可危？
1069,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果我问，你现在是否在为个人问题而苦苦挣扎？
1070,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉你生气了，我想知道这是否可能是更大事情的征兆。您最近生活中是否发生了其他重大困难？
1071,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,是不是感觉现在有什么大事正在发生，比如个人危机？
1072,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否与某些人、家人或朋友有重大的个人问题？
1073,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你是否因为个人的烦恼而生气？你是在工作中还是在家里与人打架？
1074,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否与您所在环境中的人遇到了您似乎无法解决的问题？
1075,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在危机的边缘，您现在是否真的感到压力很大？
1076,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您会说您目前正在经历个人创伤，可能涉及您的亲人或朋友吗？
1077,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的答复。如果你不介意我问一下，你现在正在经历个人危机吗？你的人际关系或其他事情是否特别困难？
1078,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你会说你现在可能正在经历一些危机吗？
1079,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果您不介意我问一下，您是否正在经历个人危机，或者您是否与所爱的人有困难？
1080,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问此时此刻您与亲人是否有重要的问题，或其他重大问题？
1081,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问你现在的生活有什么大问题吗？
1082,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道您现在是否正在经历特别困难的时期。
1083,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正面临个人危机，或者您是否与家人、朋友或亲人闹翻了？
1084,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你会说你的大部分问题都围绕着你现在最亲近的问题吗？
1085,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,或许，您的人际关系是否正在发生戏剧性的变化（例如，与朋友或亲人相处不好）？
1086,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在是否发现自己压力很大，与同事、朋友或家人有问题？
1087,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道您的生活总体情况如何。最近有没有什么重大的令人痛心的事件或挑战？
1088,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问，您目前是否有任何具体的个人或情感上的困难？
1089,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果我问，您是否觉得您与朋友、家人或亲人遇到了难以控制的困难？
1090,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我想帮助你放下消极的想法。是否因为与家人或亲人的问题，您现在正在经历一段特殊的痛苦？
1091,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这对你来说不是一个好时机，也许还有更重要的事情发生。您是否正在经历个人危机，面临涉及生活中其他人的无法处理的问题？
1092,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你觉得你现在可能正在经历个人危机吗？
1093,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你是否觉得你现在生活中有无法解决的问题？
1094,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您与朋友和亲人的关系如何，您最近是否发现难以与他们建立联系？
1095,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你知道，我想知道这种愤怒是否有更深的根源。您的生活中是否有任何重大事件、危机或与您关心的人发生重大关系？
1096,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的愤怒是否会被隐藏在表面之下的更大的东西触发。您最近在个人生活或职业生活中是否遇到了非凡的困难？
1097,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你认为你的人际关系可能有困难，难以与他人交流感情或爱吗？
1098,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您现在是否有可能正在经历一些特别困难的事情，这对您的生活产生了灾难性的影响？
1099,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在在你的个人生活（例如你的爱情生活，或与朋友或家人）中是否遇到任何困难或戏剧性的问题？
1100,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,这些天您是否遇到困难或与他人相处有困难？
1101,女性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。有没有发生过让你有这种感觉的事情？
1102,男性,18-39,焦虑,这是由特别事件引起的吗？,作为你的朋友，你可以随时告诉我任何事情，我会尽我所能帮助你。你能告诉我是否发生了让你有这种感觉的事情吗？
1103,女性,40-69,焦虑,这是由特别事件引起的吗？,我了解您感到焦虑。请你能告诉我更多关于这个吗？焦虑是由一个或多个特定事件引起的吗？
1104,女性,18-39,焦虑,这是由特别事件引起的吗？,我听到了你的感受。为了支持你，你能告诉我是否有一个特定的事件引起了你的感受？
1105,男性,40-69,焦虑,这是由特别事件引起的吗？,我了解您可能感到焦虑，如果您能提供更多详细信息，我愿意帮助您。认为这可能与任何特定事件有关吗？
1106,男性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。是否有特定的事件让您有这种感觉？
1107,女性,18-39,焦虑,这是由特别事件引起的吗？,感受到您的感受是完全正常的，我理解并愿意提供帮助。您认为这是由什么特定原因引起的吗？
1108,女性,40-69,焦虑,这是由特别事件引起的吗？,你目前的焦虑是否是由你所知道的特别的事情引起的？
1109,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。有什么特别让你有这种感觉的吗？
1110,女性,40-69,焦虑,这是由特别事件引起的吗？,我看得出你很着急。有没有发生过让你有这种感觉的事情？
1111,男性,18-39,焦虑,这是由特别事件引起的吗？,我明白焦虑的感觉是可怕的。有什么特别让你有这种感觉的吗？
1112,男性,18-39,焦虑,这是由特别事件引起的吗？,我知道你现在感觉不是最好的。你认为你的感受与任何特定事件有关吗？
1113,女性,40-69,焦虑,这是由特别事件引起的吗？,我听说你很焦虑。有没有发生过的事情可能让你有这种感觉？
1114,女性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉你有这种感觉。我知道这可能很难谈论，但是否有特定事件导致了这种情况？
1115,女性,40-69,焦虑,这是由特别事件引起的吗？,有没有什么特别的事情你能回忆起来，可能会让你有这种感觉？
1116,男性,18-39,焦虑,这是由特别事件引起的吗？,哦不，很遗憾听到它。是不是发生了什么事情触发了这些感觉？
1117,女性,40-69,焦虑,这是由特别事件引起的吗？,那可能很粗糙。你认为它可能与发生的事情有关吗？
1118,女性,18-39,焦虑,这是由特别事件引起的吗？,得知您感到焦虑，我深表遗憾。是不是发生了什么事情引发了这些焦虑情绪？
1119,男性,18-39,焦虑,这是由特别事件引起的吗？,那真不幸。有没有什么特别的事情让你有这种感觉？
1120,女性,40-69,焦虑,这是由特别事件引起的吗？,有什么特别的事情让你有这种感觉吗？
1121,女性,18-39,焦虑,这是由特别事件引起的吗？,如果你觉得分享很舒服，你能告诉我这种感觉是否来自发生的特定事情吗？
1122,男性,40-69,焦虑,这是由特别事件引起的吗？,我希望你能应付。你介意我问你是否有特定的事件或问题引起了你的焦虑？
1123,男性,18-39,焦虑,这是由特别事件引起的吗？,哦，那不好。这与发生的任何特定事件有关吗？
1124,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉你感觉不太好。有发生过什么事情让你有这种感觉吗？
1125,男性,40-69,焦虑,这是由特别事件引起的吗？,你有什么事吗？
1126,女性,40-69,焦虑,这是由特别事件引起的吗？,这是因为发生了什么事情吗？
1127,男性,18-39,焦虑,这是由特别事件引起的吗？,我想如果我们谈谈是什么让你有这种感觉可能会有所帮助。是不是某个特定的事件让您感到苦恼？
1128,男性,18-39,焦虑,这是由特别事件引起的吗？,是什么让你有这样的感觉，如果你不介意告诉我，这是一个特定的事件吗？
1129,女性,40-69,焦虑,这是由特别事件引起的吗？,我看得出你很着急，我愿意帮忙。是不是有什么特别的东西导致了这种感觉？
1130,男性,18-39,焦虑,这是由特别事件引起的吗？,有没有发生过让你有这种感觉的事情？
1131,女性,40-69,焦虑,这是由特别事件引起的吗？,很抱歉你现在正在经历这个。是否有任何特定事件导致了这种情况？我希望我能做些什么来帮忙。
1132,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉听到您有这种感觉，尽管有这种感觉也没关系，您并不孤单。今天有什么特别的事情让你有这种感觉吗？
1133,男性,40-69,焦虑,这是由特别事件引起的吗？,我很遗憾听到你今天感觉不太好。是不是有什么特别的事情让你有这种感觉？
1134,男性,40-69,焦虑,这是由特别事件引起的吗？,哦，很遗憾听到你感到焦虑。这种感觉是由你无法控制的事情引起的吗？
1135,男性,40-69,焦虑,这是由特别事件引起的吗？,我意识到您对某事感到焦虑并希望提供帮助。你认为是不是有什么具体的、已经发生的事情导致了这种感觉？
1136,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉听到您今天感到焦虑，这对您来说一定很困难。你今天有这种感觉，有什么特别的原因吗，是不是发生了什么事情？
1137,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个，我可以联系。有没有什么特别的事情让你有这种感觉？
1138,女性,40-69,焦虑,这是由特别事件引起的吗？,所以我可以帮助你减轻你的焦虑，你能想到可能导致它的具体事件吗？
1139,男性,40-69,焦虑,这是由特别事件引起的吗？,哦，这很难，我们都去过那里，所以我理解。有什么特别的事情引起了你的感受吗？别担心，我们会努力解决的。
1140,女性,18-39,焦虑,这是由特别事件引起的吗？,有没有发生在你身上的事情让你有这种感觉？
1141,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉你现在感到焦虑，我想尽我所能提供帮助。我希望你不介意我问，但有没有特别发生的事情？
1142,男性,40-69,焦虑,这是由特别事件引起的吗？,有什么事情让你有这种感觉吗？
1143,女性,18-39,焦虑,这是由特别事件引起的吗？,我能理解你的心情。在你的生活中，有没有发生过什么事情让你产生了这种感觉？
1144,男性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到它。是不是有什么特别的事情让你有这种感觉？
1145,女性,18-39,焦虑,这是由特别事件引起的吗？,感谢您让我知道您的感受，我想帮助您克服这个问题并感觉更好。请问，您目前的感觉是由特定事件（或事件）引起的吗？
1146,男性,18-39,焦虑,这是由特别事件引起的吗？,听到这真的很难过，但有这种感觉也没关系。是否有什么特定的东西导致了这种感觉？
1147,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。发生了什么？有什么特别让你不安的事情吗？
1148,男性,18-39,焦虑,这是由特别事件引起的吗？,我很遗憾听到你有这种感觉。如果您不介意，我想问您这是否是由特定原因引起的。
1149,男性,40-69,焦虑,这是由特别事件引起的吗？,好吧，我想知道是什么让你有这种感觉。有没有发生什么让你感到焦虑的事情？
1150,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这很难。那是最近发生的还是不久前发生的？无论哪种方式，您的感受都是完全有效的。
1151,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白。你能告诉我这个事件的时间，以便我进一步了解是什么让你感到焦虑，是最近的还是遥远的？
1152,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道了。你介意告诉我这是最近发生的还是过去发生的？
1153,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的谢谢。你能告诉我这是最近发生的事情，还是前一段时间？
1154,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢，这可能有助于我知道发生这种情况的时间。你能告诉我，这是最近发生的还是遥远的事件？
1155,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢您分享这个。在不详细介绍的情况下，这个事件是最近发生的还是已经有一段时间了？
1156,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉这件事发生在你身上。这是最近发生的还是不久前发生的？
1157,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道了。你能告诉我这种焦虑的原因是前一段时间发生的还是最近发生的？
1158,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,你介意告诉我这件事是什么时候发生的，是最近发生的还是遥远的？
1159,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是前一段时间发生的？
1160,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这些感觉是由最近的事件引起的，还是由于更遥远的事件而引起的？
1161,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道谈论这些事情可能很难，所以谢谢你对我敞开心扉。你想告诉我更多关于这件事是什么时候发生的，是最近发生的事情还是过去发生的事情？
1162,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很遗憾听到这个消息，希望你不介意在它发生时与我分享。是最近的还是遥远的？
1163,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,它是最近发生的，还是过去的事件仍然影响着你？
1164,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是很久以前的事件吗？或者也许是最近发生在你身上的事情？
1165,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,造成这种焦虑的原因，可能是这几天发生的事情，还是感觉更遥远了？
1166,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,啊，我明白了。这是最近发生的事情还是前一阵子发生的事情？
1167,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,你能告诉我是什么事件触发了这些感觉，是最近的还是遥远的过去？
