emotion,base,rewriting,semantic,transformation
悲伤,您觉得您在试图控制某人吗？,你是否觉得你在试图控制任何人，或者让他们做你想让他们做的事情？,8,HIGH
悲伤,您是否认为自己可能会过度参与，试图控制不该控制的人？,你有没有觉得你需要控制别人的行为来应对？,8,HIGH
悲伤,你认为你可能拥有或渴望影响他人的力量吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,谢谢，我明白了。你是否有可能很难控制别人？,你有没有感觉你在控制别人，或者至少试图控制？,8,HIGH
悲伤,你觉得有义务控制别人的行为吗？,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,您是否发现自己花费了大量精力试图改变周围人的行为和行为？,8,HIGH
悲伤,也许，您正在表现出某种控制行为？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,您是否有任何想法可以控制他人或试图控制他们？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？,8,HIGH
悲伤,你觉得让别人控制自己很舒服吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,你有没有觉得你在试图控制某人？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,你是否觉得有人不接受你的权威，但他们应该接受？,你觉得如果别人改变了他们的行为方式，你的生活会更轻松吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,你发现自己试图控制别人的行为吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你是否觉得你在试图压制某人？,8,HIGH
悲伤,你觉得让别人控制自己很舒服吗？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,你发现自己试图控制别人的行为吗？,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,8,HIGH
悲伤,你是否觉得自己正试图为别人的行为负责？,你有没有觉得你需要控制别人的行为来应对？,8,HIGH
悲伤,在内心深处，当你可以控制或操纵别人做你想做的事时，你会感觉良好吗？,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,8,HIGH
悲伤,你有没有觉得你在试图控制某人？,你有没有觉得你需要控制别人的行为来应对？,8,HIGH
悲伤,你是否觉得自己正试图为别人的行为负责？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你有没有担心你可能会把你的负面情绪发泄到别人身上？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您是否发现自己花费了大量精力试图改变周围人的行为和行为？,您是否有任何想法可以控制他人或试图控制他们？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你觉得让别人控制自己很舒服吗？,8,HIGH
悲伤,下面的问题可能感觉有点直接，但请尽量诚实地回答。你会说你现在觉得有必要控制某人或某事吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你是否在不知不觉中试图控制你周围的人？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,8,HIGH
悲伤,谢谢你的回答，我一直在这里理解和帮助你，从不评判。你有没有可能试图掌控别人的生活？,您觉得您在试图控制某人吗？,8,LOW
悲伤,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你是否在不知不觉中试图控制你周围的人？,难道你现在正试图接管别人？,8,HIGH
悲伤,有没有可能你只是想控制另一个人的所有想法和行为？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,有没有可能你只是想控制另一个人的所有想法和行为？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你认为你可能拥有或渴望影响他人的力量吗？,8,HIGH
悲伤,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,谢谢你让我知道这件事。你能告诉我你是否觉得你在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,你会说你是那种总是需要掌控的人吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,你是否觉得你在试图控制任何人，或者让他们做你想让他们做的事情？,您觉得您在试图控制某人吗？,8,LOW
悲伤,谢谢你的回复，很有帮助。试着从外面看自己，你是否觉得你在控制或试图控制别人的行为？,难道你现在正试图接管别人？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你有没有担心你可能会把你的负面情绪发泄到别人身上？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,谢谢你让我知道这件事。你能告诉我你是否觉得你在试图控制某人吗？,8,HIGH
悲伤,您是否认为自己可能会过度参与，试图控制不该控制的人？,你有没有感觉你在控制别人，或者至少试图控制？,8,HIGH
悲伤,会不会是为了改善自己的处境并让自己感觉更好，您正在尝试控制生活中的其他人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你觉得你有能力影响你生活中的其他人吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,我明白了，也许你的悲伤可能是因为无法从别人那里得到你需要或期望的东西。可能是您试图控制某人但无法控制，这让您感到沮丧？,8,HIGH
悲伤,我明白了，也许你的悲伤可能是因为无法从别人那里得到你需要或期望的东西。可能是您试图控制某人但无法控制，这让您感到沮丧？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您是否有任何想法可以控制他人或试图控制他们？,你认为你可能拥有或渴望影响他人的力量吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,是否涉及权力斗争，需要有人获胜？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你想控制局面，还是控制另一个人？,8,HIGH
悲伤,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,谢谢你的回复，很有帮助。试着从外面看自己，你是否觉得你在控制或试图控制别人的行为？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你是否觉得你在试图压制某人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,谢谢你的回答，我一直在这里理解和帮助你，从不评判。你有没有可能试图掌控别人的生活？,8,HIGH
悲伤,你的悲伤会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,您现在是否因试图控制您无法控制的某人或某事而感到沮丧？,8,HIGH
悲伤,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,8,HIGH
悲伤,在内心深处，你是否有一种想要控制另一个人的感觉？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你有没有发现自己责怪或控制你周围的人？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,下面的问题可能感觉有点直接，但请尽量诚实地回答。你会说你现在觉得有必要控制某人或某事吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你是否觉得自己正试图为别人的行为负责？,8,HIGH
悲伤,谢谢你。你会说，也许你正试图控制别人，让他们做你想让他们做的事，或者说你想听的话？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,你发现自己试图控制别人的行为吗？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你觉得如果别人改变了他们的行为方式，你的生活会更轻松吗？,8,HIGH
悲伤,你有没有担心你可能会把你的负面情绪发泄到别人身上？,你有没有觉得你需要控制别人的行为来应对？,8,HIGH
悲伤,您是否发现自己花费了大量精力试图改变周围人的行为和行为？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你有没有觉得你需要控制别人的行为来应对？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,难道你现在正试图接管别人？,8,HIGH
悲伤,也许，您正在表现出某种控制行为？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,老实说，您认为控制某人可以吗，或者您会这样做吗？,你是否觉得你在试图压制某人？,8,LOW
悲伤,你觉得如果别人改变了他们的行为方式，你的生活会更轻松吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,如果我问，你认为自己是那种总想掌权的人吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,你有没有发现自己责怪或控制你周围的人？,8,HIGH
悲伤,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,8,HIGH
悲伤,你觉得有义务控制别人的行为吗？,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,也许，您正在表现出某种控制行为？,8,HIGH
悲伤,你是否觉得有人不接受你的权威，但他们应该接受？,你是否觉得自己正试图为别人的行为负责？,8,LOW
悲伤,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,你觉得你有能力影响你生活中的其他人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,你有没有觉得你在试图控制某人？,8,HIGH
悲伤,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,会不会是为了改善自己的处境并让自己感觉更好，您正在尝试控制生活中的其他人？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,8,HIGH
悲伤,是否涉及权力斗争，需要有人获胜？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,难道你现在正试图接管别人？,有没有可能你只是想控制另一个人的所有想法和行为？,8,LOW
悲伤,您觉得您在试图控制某人吗？,您是否认为自己可能会过度参与，试图控制不该控制的人？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,当涉及情绪时，总是很难保持客观，但如果可以的话，我希望你尝试一下。你是否觉得你总是更关注别人在生活中所做的事情，而不是你在生活中所做的事情？,8,HIGH
悲伤,也许，您正在表现出某种控制行为？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您是否发现自己花费了大量精力试图改变周围人的行为和行为？,难道你现在正试图接管别人？,8,HIGH
悲伤,你有没有感觉你在控制别人，或者至少试图控制？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你是否觉得你在试图压制某人？,难道你现在正试图接管别人？,8,HIGH
悲伤,你会说你是那种总是需要掌控的人吗？,难道你现在正试图接管别人？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,有没有可能你只是想控制另一个人的所有想法和行为？,8,HIGH
悲伤,在内心深处，当你可以控制或操纵别人做你想做的事时，你会感觉良好吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,老实说，您认为控制某人可以吗，或者您会这样做吗？,有没有可能你只是想控制另一个人的所有想法和行为？,8,LOW
悲伤,您是否有可能在强力影响他人的决定和行为？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,您是否有任何想法可以控制他人或试图控制他们？,8,HIGH
悲伤,你是否觉得自己正试图为别人的行为负责？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你的悲伤会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,谢谢你。你会说，也许你正试图控制别人，让他们做你想让他们做的事，或者说你想听的话？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你觉得你可能试图影响或改变别人的行为吗？,8,HIGH
悲伤,你有没有担心你可能会把你的负面情绪发泄到别人身上？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,如果我问，你认为自己是那种总想掌权的人吗？,你觉得有义务控制别人的行为吗？,8,HIGH
悲伤,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,在内心深处，当你可以控制或操纵别人做你想做的事时，你会感觉良好吗？,你有没有感觉你在控制别人，或者至少试图控制？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,谢谢，我明白了。你是否有可能很难控制别人？,8,HIGH
悲伤,谢谢，我明白了。你是否有可能很难控制别人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您现在是否因试图控制您无法控制的某人或某事而感到沮丧？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,你觉得你有能力影响你生活中的其他人吗？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,会不会是为了改善自己的处境并让自己感觉更好，您正在尝试控制生活中的其他人？,8,HIGH
悲伤,你的悲伤会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？,你有没有感觉你在控制别人，或者至少试图控制？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,在内心深处，当你可以控制或操纵别人做你想做的事时，你会感觉良好吗？,8,HIGH
悲伤,是否涉及权力斗争，需要有人获胜？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,谢谢你的回复，很有帮助。试着从外面看自己，你是否觉得你在控制或试图控制别人的行为？,8,HIGH
悲伤,你想控制局面，还是控制另一个人？,难道你现在正试图接管别人？,8,HIGH
悲伤,你认为你可能拥有或渴望影响他人的力量吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你有没有感觉你在控制别人，或者至少试图控制？,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？,8,LOW
悲伤,如果我问，你认为自己是那种总想掌权的人吗？,难道你现在正试图接管别人？,8,HIGH
悲伤,会不会是为了改善自己的处境并让自己感觉更好，您正在尝试控制生活中的其他人？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,在内心深处，你是否有一种想要控制另一个人的感觉？,您是否有任何想法可以控制他人或试图控制他们？,8,HIGH
悲伤,你认为你可能拥有或渴望影响他人的力量吗？,你是否觉得有人不接受你的权威，但他们应该接受？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,在内心深处，你是否有一种想要控制另一个人的感觉？,8,HIGH
悲伤,你发现自己试图控制别人的行为吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,你会说你是那种总是需要掌控的人吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,您现在是否因试图控制您无法控制的某人或某事而感到沮丧？,8,LOW
悲伤,谢谢你。你会说，也许你正试图控制别人，让他们做你想让他们做的事，或者说你想听的话？,您觉得您在试图控制某人吗？,8,LOW
悲伤,我明白了，也许你的悲伤可能是因为无法从别人那里得到你需要或期望的东西。可能是您试图控制某人但无法控制，这让您感到沮丧？,老实说，您认为控制某人可以吗，或者您会这样做吗？,8,HIGH
悲伤,您是否认为自己可能会过度参与，试图控制不该控制的人？,您觉得您在试图控制某人吗？,8,LOW
悲伤,您觉得您在试图控制某人吗？,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,8,HIGH
悲伤,如果你想一想，你现在想要控制你生活中的某个人的力量吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,谢谢，我明白了。你是否有可能很难控制别人？,难道你现在正试图接管别人？,8,HIGH
悲伤,你有没有觉得你需要控制别人的行为来应对？,您是否有可能在强力影响他人的决定和行为？,8,LOW
悲伤,谢谢你的回答，我一直在这里理解和帮助你，从不评判。你有没有可能试图掌控别人的生活？,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,8,HIGH
悲伤,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？,您是否有可能在强力影响他人的决定和行为？,8,LOW
悲伤,你是否觉得你在试图压制某人？,您是否有任何想法可以控制他人或试图控制他们？,8,HIGH
悲伤,您觉得您在试图控制某人吗？,你有没有感觉你在控制别人，或者至少试图控制？,8,HIGH
悲伤,你有没有觉得你需要控制别人的行为来应对？,你有没有担心你可能会把你的负面情绪发泄到别人身上？,8,LOW
悲伤,谢谢你让我知道这件事。你能告诉我你是否觉得你在试图控制某人吗？,您觉得您在试图控制某人吗？,8,LOW
悲伤,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？,您是否有任何想法可以控制他人或试图控制他们？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,在你的生活中，有没有人试图影响他的意见？,8,HIGH
愤怒,老实说，您是否认为自己将时间和精力集中在控制他人的行为上？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,8,HIGH
愤怒,我明白了，谢谢。控制行为呢？你有没有向其他人展示过这些？,您觉得您在试图控制某人吗？,8,LOW
愤怒,你认为你可能会以一种控制的方式行事吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,对自己完全诚实，你会说你总是觉得需要控制吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？,8,LOW
愤怒,如果我问你这个，你觉得你需要控制吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,你认为你的行为会被别人认为是控制吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您觉得您在试图控制某人吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？,8,HIGH
愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,你认为你可能会以一种控制的方式行事吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,我明白了，谢谢。控制行为呢？你有没有向其他人展示过这些？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你是否经常发现自己试图控制别人？,8,HIGH
愤怒,在你的生活中，有没有人试图影响他的意见？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您认为您可能对其他人表现出控制性行为吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,你认为你现在可以试图控制别人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,谢谢你，那么你控制或影响他人的能力呢？您是否觉得自己已经或需要对他人产生影响？,8,HIGH
愤怒,你认为你可能会以一种控制的方式行事吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,你觉得有义务控制别人的态度吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,在你的生活中，有没有人试图影响他的意见？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您觉得您在试图控制某人吗？,你认为你有可能只是想控制另一个人的一举一动吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你觉得有义务控制别人的态度吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,我明白了，谢谢。控制行为呢？你有没有向其他人展示过这些？,8,HIGH
愤怒,好的，然后你想如何表现。现在有没有想要尝试控制你生活中的某个人的冲动？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,如果我问你这个，你觉得你需要控制吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您是否感觉或愿意控制他人？,您觉得您在试图控制某人吗？,8,LOW
愤怒,谢谢你，那么你控制或影响他人的能力呢？您是否觉得自己已经或需要对他人产生影响？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,您是否觉得自己想要或需要控制生活中其他人的行为？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你认为你可能会以一种控制的方式行事吗？,8,HIGH
愤怒,你觉得你最近需要为别人的行为负责吗？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,8,LOW
愤怒,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,您是否感觉或愿意控制他人？,8,HIGH
愤怒,好的，然后你想如何表现。现在有没有想要尝试控制你生活中的某个人的冲动？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您觉得您在试图控制某人吗？,您是否觉得自己想要或需要控制生活中其他人的行为？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您是否觉得自己想要或需要控制生活中其他人的行为？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您觉得您在试图控制某人吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？,8,HIGH
愤怒,如果我问，你觉得你现在想要控制你生活中的某个人吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,你身边或生活中是否有人试图控制？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您是否有可能试图改变或影响他人的行为？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你认为你可能需要控制某人，让他们做或说你想要的，以减少愤怒吗？,8,HIGH
愤怒,有时，您是否喜欢想象自己掌权并控制他人？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您认为您可能对其他人表现出控制性行为吗？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您是否认为有人没有给您应得的自由，而您必须说服他们？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,你身边或生活中是否有人试图控制？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,你认为这种情况，以及其中的人，是你试图支配的东西吗？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,8,HIGH
愤怒,您是否有可能试图改变或影响他人的行为？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,8,HIGH
愤怒,您觉得您在试图控制某人吗？,您是否认为有人没有给您应得的自由，而您必须说服他们？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？,8,HIGH
愤怒,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？,您觉得您在试图控制某人吗？,8,LOW
愤怒,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,您觉得您在试图控制某人吗？,8,LOW
愤怒,如果我问你这个，你觉得你需要控制吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您是否认为有人没有给您应得的自由，而您必须说服他们？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,你会说你可能试图控制某人吗？,8,HIGH
愤怒,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？,您觉得您在试图控制某人吗？,8,LOW
愤怒,明白了，谢谢你觉得你可能试图控制别人吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,您是否感觉或愿意控制他人？,你有没有停下来想过，如果你有这种感觉是因为你试图控制某人，然后发现你真的是？,8,LOW
愤怒,我明白。你有没有可能试图掌控别人的生活？你可以老实告诉我，我是来帮忙的，不是来评判的。,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,对自己完全诚实，你会说你总是觉得需要控制吗？,您是否觉得自己想要或需要控制生活中其他人的行为？,8,LOW
愤怒,好的，然后你想如何表现。现在有没有想要尝试控制你生活中的某个人的冲动？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,你是否经常发现自己试图控制别人？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,你认为你可能需要控制某人，让他们做或说你想要的，以减少愤怒吗？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
愤怒,如果我问，你觉得你现在想要控制你生活中的某个人吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您是否觉得自己在尝试改变其他人的行为方式上付出了太多努力？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您觉得您在试图控制某人吗？,可能是你试图控制某人吗？,8,HIGH
愤怒,你认为这种情况，以及其中的人，是你试图支配的东西吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,您觉得您在试图控制某人吗？,你觉得你最近需要为别人的行为负责吗？,8,HIGH
愤怒,你认为你现在可以试图控制别人吗？,您觉得您在试图控制某人吗？,8,LOW
愤怒,当您生气时，您是否经常发现自己试图控制他人？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,8,HIGH
愤怒,您是否感觉或愿意控制他人？,谢谢你。由于您目前的情绪，您是否觉得需要控制他人？,8,LOW
愤怒,当您生气时，您是否经常发现自己试图控制他人？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,老实说，您是否认为自己将时间和精力集中在控制他人的行为上？,您觉得您在试图控制某人吗？,8,LOW
愤怒,你认为你有可能只是想控制另一个人的一举一动吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,你想控制一个不合作的人吗？,您是否感觉或愿意控制他人？,8,HIGH
愤怒,你能不能看看你自己，告诉我你是否觉得你在试图控制某人？,对自己完全诚实，你会说你总是觉得需要控制吗？,8,HIGH
