text,labels
我而且账单。认为工作这个我无法应付，不停月受够了所有还地我我在。,0
我现在感到很生气。,1
感到。我生气很现在,1
失落,0
我很失落,0
我真的感到很失落和悲伤。我的伙伴和我分手了。,0
我其实大感极其绝望和感伤。我的帮手和我恋情了。,0
不想谈论,1
它不想我什至谈论,1
我感到有点压力。,3
的！了美好度过最！一天的我杰出！,2
卓越的！我共度了非常美妙的一天！！,2
我隧道拖欠很大光感觉了尽头没有抵押压力，。今天我贷款，,3
我今天压力较大，感觉高架道路十字路口没有光源，我未付了抵押担保抵押贷款。,3
我很无聊，我一个人在家,0
我很讨厌，我一条年轻人在家,0
我很生气，觉得没有人尊重我。,1
我这么气愤，觉得没有人宽容我。,1
我感到沮丧和悲伤,0
我悲伤,0
我今天不怎么好。,0
我今天不多糟。,0
实际上不是很好，感到有些焦虑,3
实际上不是很好，为此深感有些迷惘,3
我，我理智了,3
我很疲惫，我有点失去自尊了。,3
我现在感觉不太好我十分郁闷,0
我现在感觉不太好我很伤心,0
我有点沮丧,0
有点我沮丧,0
感觉很棒我！,2
我感觉很棒！,2
得做我。不太好,0
我编出得太差。,0
我觉得很难受。,0
我今天很舒服等都等疯！,3
我今天想不到比较不够难受。等结果也越快等气死了！,3
我没关系，就是有点心急。我只想让这一天开打。,3
，你的了，今天变成谢谢焦虑困难很提问它，有点恐惧,3
谢谢你的答问，今天比较困难，有点恐惧感，它变成了厌恶,3
我恰如其分。,2
我很好。,2
感觉很好,2
我那种非常重要。,2
好超级,2
好,2
积极,2
积极的,2
一点都不好！,1
我很好,2
不太好。我似乎对做得好那么多案子没有热忱。,0
不太好。我似乎多事情,0
被招惹麻了！道路交通是一连串绝望，周先生把我阻拦了，我差一点撞倒上能他们！,1
感觉。,2
我今天看起来很好。,2
我味道极神奇！,2
我感觉很焦虑，我在等那个工作项目的回音,3
感觉，我在的,3
相当放松,2
放松很,2
我我因为，分手我了。很沮丧男朋友和,0
我很，我男朋友分手了。,0
不好死了。,0
欠佳，我的小狗过世了。,0
我的忍耐被抢回了。,3
我的忍耐被用尽了。,3
我再也受不了了。,1
我站在。自己世界感觉之巅,2
我感觉自己站在世界之巅。,2
我对感到世界这个厌恶,1
我对这个世界舞台感到恐惧憎恶,1
我今天感觉很好，阳光明媚，是美好的一天。,2
我今天感较多，初夏，是灿烂的一天。,2
对我来说一切都很顺利。,2
很来说顺利。都对我一切,2
我不知道，你为什么要问我？谁让你问我的？,3
我不是知道，你为什么要反问我？谁让你反问我的？,3
我今天不爽，我很生气,1
我今天不爽很生气,1
一切都很美好你好,2
都美好谢谢,2
我感觉很好,2
我我发生坏事，停止一样要有点像无法感觉思考,3
我感觉有点像坏事要发生一样，我无法停止思考,3
我样子科同盘属。,2
我好极了。感觉,2
不知道如何这个月所有将我我处理事情,3
我不怎么知道这个年底我将如何处理所有丑事,3
我今天我感觉不像害怕自己和我害怕真的，感到,3
我今天难道那种Bokaro我自己，我感到恐惧惧怕和惧怕,3
超好的我。有工作了新一份！,2
超好的！我有一份新工作了。,2
感到我忍不住害怕总是。,3
我怕我得了前列腺癌,3
了癌症得我怕我,3
不太好因为生病了一个生日派对。,0
不好;我因为患病碰上了三个庆功宴。,0
我就安心了我的验证结果昨天上午完了，我十分清楚。,2
结果了很清楚我的测试我，回来了昨天就放心我。,2
我很不高兴,1
我十分不怎么高兴,1
说实话，我真的极其担忧好事。,3
说实话我真的事情,3
我感到压力和担心，因为我的生意下降了,3
和我压力生意担心因为，我感到下降的了,3
父母和所以我生气,1
我父母和我吵架所以我很生气,1
我心情不是太好。我的社交生活中才出现的这事极多了。,3
不太好我发生。感觉的生活中我的太多了事情。,3
我的足球队今天赢了，这总是让我心情愉快。,2
的足球队今天赢了这总是我心情愉快。,2
放松感到不到因为我我沮丧，找的方法。,0
我深感羞愧，因为我问问没松弛的演算法。,0
我比较羞愧。,1
我不太好。我今天即便不忍心清早。,0
我感到财务压力较大，我对我的男朋友很为难，因为他总是爽约而不会分批我局我。,1
我感到压力很大，我对我的男朋友很生气，因为他总是迟到而不提前通知我。,1
过的得用心您好,2
过的得好谢谢,2
由于很朋友，我吵架。沮丧和,0
，我很沮丧,0
我较多，少数几个情况下一切都较多。,2
我很好，大部分情况下一切都很好。,2
我一点都不怎么难过,1
我一点不开心都,1
我很生气,1
很我生气,1
乐观的,2
的乐观,2
生活很好我，很好感觉,2
我感觉很好，生活很好,2
我怕我的孩子得病了,3
我生病的我怕孩子了,3
我想不到不大可能过，因为我和我姊姊赌气了。,0
我真的了很难，因为过我吵架我哥哥和。,0
我今天难道沦落街头。,3
我今天真的很累。,3
我对物流配送经理沮丧憎恶，因为她在我述说我的问题以后回绝仔细观察成因,1
我对客户服务主管感到反感，因为她在我叙述我的问题时拒绝看清原因,1
非常好,2
好,2
我今天再说的没用那么差劲。他们正在面市我最喜欢的童年时代综艺节目。,0
我今天做的没那么好。他们正在推出我最喜欢的童年电视节目。,0
我今天样子不轻轻松松，极为冷淡。,3
不，紧张,3
我对今天开始我的崭新基层工作感到有点恐惧。,3
我对开始我新感到有点,3
得。很好很好做我的心情，我,2
我得很好我心情。,2
我今天感觉很好,2
我今天好像非常重要,2
我太苦恼。我找不到起床的涡轮。,0
动力郁闷很不到我找的我。起床。,0
的。目前为止这是一天！,2
颇佳的。到现在，这是灿烂的一天！,2
我感到孤独,0
我不已孤独,0
"很好谢谢，！我假期刚刚开始, 我很放松。",2
我较多，谢谢！直到现在我的假日，相当松绑。,2
我对我伴侣的行为方式感到恼火。,1
我对我男同性恋的行为途径不已不爽。,1
一点点也不好。我最近就算比较误解自己。,0
我当然不是正处最差休眠状态。,0
我当然不是处于最佳状态。,0
很好，谢谢,2
很好,2
准备好我，迎接一天这很好了。,2
我今天感到控制和平静,2
今天醒来感觉不到自己，这让我感到害怕。每当我有这种感觉时，总会发生一些不好的事情。,3
醒来不到让感到。时，发生一些。,3
不够舒服,3
了太，。生气我我杀了人可以,1
对开始新感到。我适合,3
我对开始我的新工作感到紧张。我不确定我是否适合,3
其实，最近心情有点低落。,0
我恰如其分感谢！,2
我太生气。,1
我很生气,1
我怕我的狗做不了手术。,3
我怕我的兔子做不了切除术。,3
妈他我不知道,1
我他妈不知道,1
我很生气。一切都不正常！,1
很正常,1
我感觉很快乐。,2
我感觉快乐。,2
太差。我的姐妹们有地方性可出去，借故可搞。我觉得饮恨了。,0
不太好。我的姐妹们有地方可去，有事可做。我觉得落后了。,0
不错谢谢，有点紧张，我不会这份工作，只是神经。,3
不错，谢谢，有点紧张，害怕我不会得到这份工作，只是跑掉了工厂的神经。,3
我从来未如此欢乐,2
从未快乐如此我,2
一切都很好。我度过愉快。,2
一切的在。我散步都一天山上了愉快很好度过。,2
我很生气,1
