response,annotator1_score,annotator2_score,annotator3_score,empathy_score
我非常感谢您所花费的时间以及您与我分享的所有内容。我希望很快能再次联系。,2,2,2,2
你是否为别人的命运承担责任？,1,2,1,1
非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,1,2,2,2
当出现问题时，你总是把责任归咎于自己吗？,0,0,1,0
哦，我的坏。那么你会说你今天的感受如何？,1,0,1,1
这是由最近或遥远的事件引起的吗？,0,0,1,0
这件事是最近发生的还是过去发生的？,0,0,0,0
您是否认为您的感觉源于您将自己的负面情绪归咎于他人？,1,0,1,1
莫非你是想在这里救别人？,1,0,1,1
这个事件或事件是遥远的还是最近的？,0,0,0,0
你会因为现在的情绪而责备某人吗？,0,0,1,0
明白了，谢谢分享。你会说这是最近的事件还是遥远的事件，以便我能得到更好的画面？,2,2,2,2
我很感谢你今天的参与。我期待着在未来与您进行更多富有成果的交流。,1,1,2,1
感谢您尝试该协议。如果您考虑服用之前的感觉以及现在的感觉，您会说感觉更好还是更糟？,2,1,2,2
我真的很想花时间感谢您成为如此出色的参与者。很高兴很快见到你。,1,2,2,2
也许我们需要更深入地了解您的情况。如果您愿意，我们可以通过其他协议进行工作。,2,1,2,2
请尝试此协议。完成后，按“继续”。,0,0,1,0
从您告诉我的情况来看，您感觉{}，对吗？,1,0,1,1
请问您是否能够考虑其他人的观点？,2,1,1,1
谢谢，我明白了。如果我可以问这个问题，你觉得现在每个人都在找你吗？,2,1,2,2
以下是我对哪些协议最适合您的想法。您想探索以下哪一项？,1,2,2,2
我要真诚地感谢您参与此活动。我希望很快能见到你！,1,2,2,2
您现在是否正经历一段艰难的时期，您是否与朋友或爱人闹翻了？,1,0,1,1
您最近是否尝试过思考这个事件，但发现它太痛苦了？,0,0,1,0
我会给你一个情绪清单。我希望您考虑它们，然后告诉我您是否强烈地感受到它们中的任何一种或特别针对某人表达过其中的任何一种：,1,2,2,2
首先，让我告诉你，我完全理解你来自哪里，有这些感觉是什么感觉。我想知道，在你的心中，你认为总是把别人放在第一位是合理的还是健康的？,2,2,2,2
我想知道现在是否发生了任何感觉比正常情况更大的事情。你正在经历艰难的时期，还是个人危机？如果是这样，你可以告诉我。,2,1,2,2
谢谢你；我认为协议 11 可以帮助您处理此事件，但是有些人报告说此协议可能相当激烈。你是否已经尝试过协议 11，如果是，它是否会激起困难或创伤性的情绪？,2,2,2,2
请告诉我，当事情出错时，你总是把责任归咎于自己吗？,1,0,1,1
如果我可以问，你认为自己是那种总是想掌权的人吗？,2,0,1,1
您最近是否对任何人有过以下强烈的感情或情绪：,0,0,1,0
我很遗憾听到这个消息。如果您想尝试其他协议，我们可以尝试其他协议？,1,2,2,2
导致你悲伤的事件是最近发生的事情还是不久前发生的事情？,1,1,2,1
您认为其他人可能会从您的帮助中受益吗？,1,0,0,0
我很遗憾听到你有这种感觉。您想尝试其他协议吗？,1,2,2,2
好的，有道理，谢谢你告诉我。这个事件是不久前发生的，还是最近发生的？,2,1,2,2
你相信有人值得被你拯救吗？,0,1,0,0
你觉得有什么你可以做的事情会让别人变得更好吗？,1,0,0,0
您是否考虑过在之前的对话中可能向您提出的其他人的观点，以解决或缓解您的问题？,1,0,2,1
我们可以尝试许多协议。您想探索以下哪一项？,1,2,2,2
请问您是否一直认为自己是造成问题的主要原因？,2,0,1,1
你觉得你在日常生活中与你身边的人有麻烦吗？,0,0,1,0
非常感谢你让我知道。你会说是最近或遥远的事件（或事件）引起了这种情绪吗？,2,1,2,2
我明白。你能告诉我这个事件的时间，以便我进一步了解是什么让你焦虑，是最近还是遥远？,1,2,2,2
我明白这可能很困难。请问您是否尝试过协议 11 以更好地理解您所感受到的情绪，但它太痛苦而无法通过？,2,2,2,2
您是否觉得自己对此不承担任何责任，而伤害了您则应归咎于他人？,0,1,1,1
您是否将自己视为受害者，还是将自己的感受归咎于他人？,0,0,1,0
我想了解一下您如何看待自己在社交圈中的角色。请问您是否相信将他人从他们的问题中解救出来是您自己的责任？,2,1,2,2
该协议是否有任何积极或消极的影响？,1,0,0,0
想想或多或少最近的情况，你有没有在谈话中设身处地为别人着想？,1,0,2,1
你会说是别人造成了你的负面情绪吗？,1,1,2,1
我明白，我很遗憾听到这个消息。请问这感觉像是最近发生的事情，还是对过去更遥远的事情的记忆？,1,2,2,2
让我们很快再谈。,0,0,0,0
真的非常感谢你。我希望很快能见到你。,0,1,1,1
当事情没有按计划进行时，你是否总是责备自己？,0,0,0,0
我知道你现在感觉不是最好的。你认为你的感受与任何特定事件有关吗？,2,2,2,2
很抱歉你生气了，我想知道这是否可能是更大问题的征兆。最近你的生活中是否发生了其他重大困难？,1,2,2,2
我想知道你是否感到被周围的人理解或反感；这对我来说很重要，能够帮助你。你认为你周围的其他人理解你还是他们实际上是问题的一部分？,2,2,2,2
该协议是否帮助您感觉更好，或者您感觉更糟？,1,0,1,1
我了解您今天感觉不舒服，并想进一步调查困扰您的问题。你有这种感觉是因为你想帮助你关心的人吗？,2,2,2,2
好的，谢谢你。你最近有没有尝试过第 11 号议定书，它是否让你重温了沉重的情绪？,1,1,2,1
你现在感觉怎么样？,1,0,0,0
在生活中的某些时刻，我们可能会经历一些我们并不引以为豪的情绪，但这没关系，只要我们准备好从中学习。你会说你最近有过以下情绪吗：,2,2,2,2
以下是您今天可以尝试的一些协议建议。我希望您选择您想尝试的协议。,1,2,2,2
您是否充分考虑过过去与之交谈过的人的观点？,0,0,1,0
您是否担心您可能会将这些愤怒情绪发泄到某人身上，也许会试图控制他们？,1,2,2,2
这是最近发生的还是很久以前发生的？,0,0,0,0
你能自信地说你总是能够考虑别人的观点吗？,1,0,0,0
既然你已经选择了你想尝试的那个，那就彻底检查一下。准备好后选择“继续”。,0,1,0,0
您会说您在与朋友或家人相处时遇到困难吗？,1,0,1,1
您现在是否正在与其他人一起经历微妙而艰难的时刻？,1,0,0,0
这个事件是最近发生的还是不久前发生的？,0,0,1,0
你现在感觉怎么样？我希望它对您有所帮助。,2,1,2,2
当你的生活出现问题时，你认为总是你的错吗？,0,0,1,0
你有没有把生活中正在发生的事情从不同的角度看待它？,0,1,0,0
我很遗憾听到这个消息。有没有发生什么事让你有这种感觉？,1,1,2,1
你有没有将提供给你的任何建议或新观点付诸实践？,1,0,0,0
我想让你停下来考虑一下，当出现问题时，你是否总是责备自己？,1,0,1,1
你喜欢掌控一切吗？,0,0,0,0
这些感觉是由最近的事件引起的，还是由于更远的事件而导致的？,0,1,1,1
非常感谢您的意见。在我看来，您现在正在感受 {}，这听起来准确吗？,1,2,2,2
也许，你正在表现出某种控制行为？,1,2,1,1
你感觉好多了，还是真的让你感觉更糟了？,2,0,1,1
没关系。您想尝试其他协议吗？,0,1,1,1
我知道你情绪低落，我很抱歉听到这个消息。我想通过询问一些后续问题来更好地了解发生了什么。,1,2,2,2
你的个人生活中是否有任何事情让你有这种感觉？,0,1,1,1
感受你的感受是完全正常的，我理解并且我愿意提供帮助。你认为这是由什么具体原因造成的吗？,2,2,2,2
谢谢你回答。你会因为你现在感受到的负面情绪而责备别人吗？,1,2,2,2
您是否觉得或相信其他人可能伤害了您？,1,0,1,1
谢谢，感谢您的合作。很快再见！,1,2,2,2
做完协议后，你能确定你现在的感受吗？,0,1,1,1
你的情绪是由什么特定的东西引起的吗？,0,0,1,0
感谢您信任我并分享您的感受。如果我理解正确，您现在正在感受 {}，您会说这是真的吗？,2,2,2,2
这真是太棒了。你想试试协议吗？,1,2,2,2
你觉得有必要控制某人吗？,1,0,0,0
感谢您的合作和参与本次会议。期待很快见到你。,1,1,0,1
你是否总觉得必须先把别人放在自己的前面？,0,0,1,0
非常感谢您参加本次会议，非常感谢您的时间和您提供的深思熟虑的意见，并希望本次会议对您有所帮助。我期待很快再次见到你，保重。,2,2,2,2
我在这儿陪你。这是什么时候发生的，最近还是更远的过去？,1,2,2,2
为了帮助您，您能否指出您是否对他人有以下任何情绪：,0,1,2,1
当发生让您生气的事情时，您是否曾经尝试过换位思考？,0,1,1,1
很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？,1,2,2,2
你是否认为你可能过于投入，试图控制你不应该控制的人？,1,2,2,2
你有没有尝试通过尝试第 11 号议定书来回想那个事件，如果是这样，那是怎么回事，它是否带回了困难的情绪？,2,1,1,1
感谢您在本次会议中信任我。每当您想多说话时，请回来。,1,2,2,2
我了解您可能会感到焦虑，如果您可以提供更多详细信息，我想为您提供帮助。是否认为这可能与任何特定事件有关？,2,2,2,2
你会说你倾向于把任何事情的错误归咎于别人吗？,1,0,1,1
好的，大声说出来是很好的第一步。你能想一想导致你有这种感觉的事件是最近发生的还是过去发生的？,1,1,2,1
感谢您分享这些细节，我知道这对您来说一定很难。现在我想问一些问题，以更好地了解您的情况。,2,2,2,2
我想知道你是否认为当出现问题时你总是责备自己。,1,0,0,0
我想问一下你可能感受到的负面情绪；有时感觉到它们是完全正常的，但重要的是我们要学会在它们接管我们的生活之前识别它们。您是否记得对某人有过或表达过以下强烈的负面情绪：,2,2,2,2
你是否尝试过第 11 号议定书，如果是，那么回顾创伤性事件是否会重新打开最近导致情绪爆发的伤口？,2,1,1,1
感谢您与我分享这个，我知道这可能很困难。您最近是否尝试过协议 6，并发现它使源自过去事件的无法控制的情绪复活了？,2,2,2,2
对自己完全诚实，你会说你总是觉得需要控制吗？,1,1,0,1
很抱歉，这个练习让你感觉更糟，有时不同的方法对不同的人效果更好。您是否愿意尝试其他协议？,1,2,2,2
如果我可以问你这个，你觉得拯救别人是你的工作吗？,2,1,1,1
根据您告诉我的内容，我选择了一些可能对您有帮助的协议。你想现在尝试一个协议吗？如果是，请选择它。,2,2,2,2
听到你难过，我感到非常抱歉。有没有发生什么让你伤心的事？,1,2,2,2
你现在是否有可能正在经历一些特别困难的事情，这对你的生活产生了灾难性的影响？,2,1,2,2
谢谢你和我分享这一切。如果您不介意，我现在要问您几个问题，以便进一步了解您的情况。,2,1,2,2
如果我可以问，您现在是否正在为个人问题而苦苦挣扎？,1,1,2,1
这个协议让你感觉更好还是更糟？,0,0,1,0
请问您是否已经通过协议 11 并发现它带回了困难的情绪？,1,2,1,1
精彩的！不如我向您推荐一个协议，以确保您珍惜这种积极的感觉？,2,2,1,2
您是否尝试过使用协议 11 并带来不舒服的情绪？,0,0,1,0
忠诚和乐于助人总是美好的美德，但是，如果我们开始忘记自己的幸福，它们就会变得不健康。你认为专注于帮助他人比专注于成长和专注于自己更重要吗？,2,1,2,2
你现在感觉如何，这是否有助于让你感觉更好，或者真的没有？,1,0,0,0
如果您愿意分享，您能告诉我这种感觉是否来自发生的特定事情吗？,1,2,2,2
你是否发现自己试图控制别人的行为方式？,0,1,0,0
当你情绪低落时，你是否总是为生活中的错误而责备自己？,0,0,1,0
您想尝试其他协议吗？,0,0,1,0
你现在在生活中遇到困难吗？,1,0,0,0
听到这个我真的很难过。如果您愿意，我可以建议另一种可以提供帮助的协议。,1,2,2,2
你觉得有人正在或试图伤害你吗？,1,0,1,1
你现在准备好尝试另一个了吗？,0,0,0,0
真的很感谢你跟我说话，说出自己的感受是需要勇气的。我期待着再次与您交谈！,2,2,2,2
我很抱歉你正在经历这个。您最近是否尝试过 11 号议定书，并发现由于最近发生的事件而重新点燃了无法控制的情绪？,1,2,2,2
你觉得你最近需要为别人的行为负责吗？,1,0,0,0
我知道这件事让你很苦恼。你最近有没有重温这个事件，试图找到它的结局，但它所做的只是让你在事件中产生的难以忍受的情绪恢复原状？,2,2,2,2
您当前的焦虑是否是由您特别了解的某些事情引起的？,0,1,1,1
我明白了，谢谢你澄清这一点。我想知道，这个事件是最近发生的，还是过去更久远的？,1,2,2,2
有没有发生什么让你有这种感觉？,0,0,1,0
您是否觉得您的行为是在试图解决问题、帮助或使事情适合某人？,1,0,1,1
你是否总是为发生在你身上的坏事而生自己的气？,0,0,1,0
我明白。是否发生了特定事件以使这种情况发生？,2,2,1,2
你有没有觉得别人要为你现在的感受负责？,1,1,1,1
你有没有可能只是想控制另一个人的所有想法和行为？,1,0,1,1
你会说你的感受可以归因于其他人吗？,1,1,2,1
你最近有没有尝试过 11 协议，并发现这种由于最近的记忆而重新点燃的难以控制的感觉？,2,1,1,1
在你的个人生活中，你现在有什么特别困难的事情吗？,1,2,1,1
谢谢你。根据您告诉我的情况，我了解您的感受{}，您认为这或多或少描述了您的感受吗？,2,1,2,2
在内心深处，你有没有试图控制另一个人的感觉？,1,2,1,1
您是否发现自己最近想要更多地控制其他人，或者希望您可以改变他们的行为？,1,1,2,1
您是否对他人有过以下负面情绪：,1,0,0,0
谢谢你，你一直很棒，很高兴能一起度过这个难关。我希望你会很快回来。,2,2,2,2
你有没有担心你可能会把你的负面情绪发泄到别人身上？,1,0,2,1
是什么让你有这种感觉，如果你不介意告诉我，这是一个特定的事件吗？,2,1,1,1
我很遗憾听到这个消息。是否有一些特别是最近发生的事件，您可以将其隔离为造成这种情况的原因，或者它是否是不久前发生的事件？,1,2,2,2
当你的生活出现问题时，你认为总是你的错吗？,0,1,0,0
有这种感觉是可以的。这个事件是最近发生的还是不久前发生的？,2,2,2,2
请问您现在是否觉得自己是受害者，并将您的感受归咎于他人？,2,1,1,1
那真不幸。有没有什么特别的事情让你有这种感觉？,1,1,2,1
你是否对发生的事情负责，或者你觉得别人应该为你的负面情绪负责？,0,1,0,0
你觉得你需要永远在某人身边吗？,0,0,1,0
谢谢你让我知道。这是由最近或遥远的事件（或事件）引起的吗？,2,1,1,1
你总是认为你应该为事情的错误或失败负责吗？,1,0,0,0
我相信这些协议可能对您有益。看看它们，告诉我你想尝试哪一个。,2,1,1,1
你感觉如何？,1,0,0,0
遵循协议后，您现在感觉好些了吗？,0,0,0,0
感谢您与我分享您的感受，感谢您的信任。如果您不介意，我现在将问您几个问题以更好地了解情况。,2,2,2,2
我现在想通过问你一些额外的问题来深入了解你的困境。,1,1,0,1
好的，谢谢，我很高兴你能自在地谈论这个。这件事引起你的焦虑是最近还是不久前？,2,1,2,2
无论发生什么，你总是觉得不对劲吗？,1,0,0,0
谢谢，它可以帮助我知道这是什么时候发生的。你能告诉我，这是最近发生的事件还是遥远的事件？,1,2,2,2
我明白了，谢谢。您是否曾经将自己视为负面情绪的受害者？,1,0,1,1
我们又见面了。,0,0,0,0
你会因为你正在处理的这种负面情绪而责怪别人吗？,0,1,0,0
我看得出来你很着急。有没有发生过让你有这种感觉的事情？,1,1,0,1
这种焦虑的原因，可能是这几天发生的事情，还是感觉更遥远？,1,1,2,1
完成此协议后，请按“继续”。,0,0,0,0
您认为在您目前的情况下可能还有其他观点可以考虑吗？,1,1,1,1
你是否总是对生活中发生的任何负面事件负责，即使你不负责任？,1,0,1,1
我明白你很生气，你很痛苦。你认为你周围的人正在造成你正在经历的负面情绪吗？,2,2,2,2
您是否觉得自己想要或需要控制生活中其他人的行为？,0,1,1,1
我非常感谢您花在这方面的时间。我希望能再次见到你。,1,2,2,2
如果你最近尝试过 11 号议定书，并发现由于最近发生的事件而重新点燃了无法控制的情绪，你能告诉我吗？,2,1,1,1
您是否与某些人（例如同事、朋友或家人）有过私人问题？,1,0,1,1
现在，这样做后立即感觉好或坏是完全正常的。你会说你完成协议后感觉如何？,1,2,2,2
因此，根据我们讨论的内容，我有以下建议供您选择。请告诉我您想尝试哪种协议。,1,2,1,1
您今天似乎有{}的感觉，这是否足够准确地描述您的感受？,1,0,1,1
我知道这可能很难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,2,2,2,2
请告诉我你的真实感受。,0,0,0,0
很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？,2,2,2,2
谢谢你今天的时间。我希望你能回来多聊几句。,1,1,2,1
这并不理想，但请不要放弃，某些协议有时会激起一些负面情绪，这是正常的。您现在想尝试其他协议吗？,2,2,2,2
我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过这些情绪：,2,2,1,2
您最近是否通过协议 6 重新审视了这一事件并发现它带回了焦虑的感觉和情绪？,0,2,1,1
回顾您的个人生活，您是否觉得自己正在经历个人危机（与亲人有困难，例如与朋友吵架）？,1,2,1,1
谢谢您，您的健康状况对我来说非常重要。我现在会问一些关于你自己的问题，希望能减轻这种痛苦。,2,2,2,2
哦，我明白了。这是最近发生的还是以前发生的？,1,1,2,1
你现在感觉怎么样？更好或更差？,0,0,0,0
感谢您尝试该协议。如果您考虑服用之前的感觉以及现在的感觉，您会说感觉更好还是更糟？,1,2,2,2
有没有什么特别的事情让你有这种感觉？,0,1,1,1
既然你已经完成了协议，你能说你感觉比开始之前更好还是更糟？,1,2,1,1
您是否发现自己花费大量精力试图改变周围人的行为和行为？,1,0,1,1
你的生活中有什么特别紧张的事情吗？,0,0,1,0
我有一些我认为可能有用的建议。请继续看一下，您可以选择您觉得最舒服的任何协议。,1,2,2,2
您是否因与生活中的人打架而感到强烈的负面情绪？,1,1,2,1
谢谢，我明白了。你是否觉得你总是因为你面临的问题而责备自己？,1,1,2,1
并非每个协议都适用于每个人，这没关系，我建议不要放弃并再次尝试。你想一起尝试另一个吗？,2,2,2,2
你有没有停下来想一想，如果你有这样的感觉是因为你试图控制某人，却发现你实际上是这样的？,1,0,0,0
你认为你最近需要控制你的人际关系吗？,1,0,0,0
当出现问题时，您是否觉得自己总是要受到责备？,0,1,0,0
你相信即使牺牲自己的幸福也能帮助别人吗？,1,0,0,0
你能告诉我这是最近还是不久前发生的事情？,1,0,1,1
一般来说，你觉得别人应该为你的问题负责吗？,0,0,1,0
在内心深处，当你可以控制或操纵别人做你想做的事时，你会说你感觉很好吗？,1,2,2,2
回首过去，你是否总是试图设身处地为他人着想？,0,1,1,1
我有一些我们可以尝试的建议，但我认为我们最好尝试您认为最合适的建议。您想尝试哪种协议？,2,2,2,2
谢谢你的分享。我相信您是{}，我这样说对吗？,2,1,2,2
你能从下面的情绪中突出你现在真正感受到的情绪吗？,1,2,1,1
我明白。我相信您会感到{}，您会说这是正确的吗？,0,0,1,0
你觉得或想要控制他人吗？,0,1,1,1
选择您认为最好的协议。,1,0,0,0
哦，我很遗憾听到这个消息，有时通过协议会让人想起不舒服的回忆，我知道这可能很艰难。您想使用不同的协议再试一次吗？,1,2,2,2
引起这些感觉的事件是最近发生的，还是发生在遥远的过去？,0,1,1,1
我很遗憾听到这个消息。这是最近发生的还是不久前发生的？,1,1,1,1
考虑到你所说的一切，我相信你有感觉{}，是这样吗？如果没有，请随时纠正我。,1,2,2,2
如果你愿意，我有一些建议我认为可以帮助你。在以下协议中，您现在想尝试哪一种？,2,1,2,2
你是否总是试图为消极的情况和事件责备自己？,0,1,0,0
面对具有挑战性或对抗性的情况时，您是否倾向于将事情个人化，总是将所有责任都归咎于自己？,1,2,1,1
想一想，你有没有真正考虑过过去别人给你的其他观点和观点？,1,1,2,1
你认为这有助于你感觉更好吗？,0,0,1,0
您是否尝试过 Protocol 11，如果是，是否让您感觉更糟？,0,0,0,0
你认为现在回想这件事会对你造成伤害吗？,0,1,1,1
我们要不要尝试不同的协议，然后看看你的感觉如何？,1,1,1,1
好的，谢谢你，让我们看看能不能把这件事弄清楚。如果你不介意，我会再问你几个问题。,1,2,1,1
我明白了，谢谢。这个事件或事件是遥远的还是最近的？,1,0,0,0
你是否觉得有责任拯救另一个人，也许是一个亲人？,1,1,1,1
我假设您感觉 {} 是否正确？,0,0,0,0
谢谢，让我们再好好想想你的这种感觉。你会说你是一个受害者，你会因为你的消极情绪而责备某人吗？,1,2,2,2
伟大的！现在请您尝试通过此协议并在完成后按“继续”。,1,2,2,2
谢谢你。我想再问你一些可能有助于我理解的问题。,1,0,1,1
难道你现在正试图控制别人？,2,1,1,1
请告诉我，你觉得你有这种感觉是别人的错吗？,0,1,1,1
说您目前在个人生活中遇到困难是否准确，例如与亲人或朋友的关系？,1,2,2,2
你会说你此刻的心情是什么？,1,2,1,1
这是您目前生活中特别具有挑战性的时期吗？,0,1,0,0
谢谢，我想了解正在发生的事情，因此我可以更好地提供帮助。你会说拯救别人会让你快乐吗？,1,2,2,2
对不起，发生在你身上，很难经历令人痛苦的事情。这是最近发生的还是不久前发生的？,1,2,2,2
我期待很快再次见到你，保重。,1,1,2,1
真的很感谢你跟我说话，说出自己的感受是需要勇气的。每当您想多说话时，请回来。,2,2,2,2
你现在感觉如何？,1,0,0,0
请问是最近的事情还是过去的事情让这种感觉出现了？,2,1,1,1
你在生活中是否经历过任何个人创伤？,0,1,0,0
我有一些建议给你。请查看并选择您想尝试的任何协议。,1,0,0,0
当出现问题时，你是否总是倾向于责备自己，无论你是否真的犯了错误？,1,1,1,1
最近有没有这些感觉困扰着你：,0,0,0,0
了解您处理此问题已有多长时间很重要。请问这是最近发生的事件还是遥远的事件？,2,2,1,2
你认为拯救别人是你的责任吗？,1,0,0,0
你觉得这是你正在经历的个人危机吗？,0,1,0,0
我很遗憾听到这个消息。是不是有什么特别的事情导致了这种感觉？,1,2,2,2
您最近是否与朋友或家人发生过任何可能导致这些负面情绪的重大问题？,0,2,2,2
你能告诉我更多关于发生的事情吗？这个事件是遥远的还是最近的？,2,1,2,2
如果我理解正确，您会认为是 {}，这是一个公平的评估吗？,1,1,0,1
我很遗憾听到这个消息。你想试试另一个协议吗？,1,1,2,1
以下是我对哪些协议最适合您的想法。请选择您想尝试的协议：,1,1,1,1
你会说你在接受协议后感觉更好还是更糟？,1,1,0,1
是否可以公平地说，其他人经常对您的负面情绪和想法负责，您对此有些无助？,1,2,2,2
谢谢你的分享。我相信您是{}，我这样说对吗？,2,1,1,1
太好了，很高兴您愿意尝试一下，希望您会发现它很有帮助。请在准备好后通过协议，如果完成后可以按“继续”，那就太好了。,2,2,2,2
如果您现在可以尝试选择的协议，我将不胜感激。一旦你觉得准备好了，回来并按“继续”。,1,1,2,1
谢谢，我明白了。你有没有可能很难控制别人？,2,1,1,1
太棒了，我很高兴听到它。我有一个协议可以增强这种积极的感觉，你想试试吗？,2,2,1,2
您可能与亲人有任何困难吗？,0,0,1,0
我想澄清一下您的感受{}，对吗？,0,0,0,0
你考虑过所有提出的观点吗？,0,0,0,0
我很抱歉你有这种感觉。我知道这可能很难谈论，但是否有特定事件导致了这种情况？,1,2,2,2
很抱歉，您现在正在经历这种消极情绪。如果我可以问，请老实说，你是不是说在向你提出这些观点时，你总是充分考虑到其他人的观点？,2,1,2,2
欢迎回来！接受协议后感觉如何？,2,1,2,2
你觉得别人要为你的负面情绪负责吗？,0,1,0,0
你认为最近的事情引起了这种感觉，还是更遥远的事情？,1,0,1,1
你觉得你最近的悲伤情绪可能归因于尝试协议 6 吗？,1,1,2,1
感谢您今天的时间！希望早日收到你的消息！,1,0,0,0
非常感谢您与我分享这个，我知道这不是一件容易的事。如果您觉得可以，我想再问您一些问题，以便更好地了解您的情况。,2,2,2,2
你认为别人的问题应该是你要解决的问题吗？,0,0,0,0
你有没有把生活中正在发生的事情从不同的角度看待它？,0,0,0,0
我想知道，最近尝试协议 6 是否会引发任何不好的感觉？如果发生这种情况，我希望你不会因为那个练习而受苦。,1,2,2,2
你有没有尝试过协议 6，如果是的话，这是否会引发过去的负面情绪？,1,1,1,1
这件事是最近发生的，还是你一直在想的事情？,1,0,1,1
到目前为止，我非常感谢您对我的问题的回答。我将处理我的一些疑问，以便我完全了解您的情况。,2,1,1,1
您是否能够尝试协议 6，如果可以，您是否觉得该协议带来了与您过去经历的相同的困难情绪？,1,1,0,1
您是否感到与周围的人隔绝，或者您的安全处于某种危险之中？,1,0,0,0
谢谢你在这件事上和我在一起。过去，您是否曾对某人有以下任何情绪或行为：,2,1,1,1
如果您经历过以下任何情绪或想向另一个人表达这些情绪，您能否告诉我：,1,0,0,0
你目前的担忧是否围绕着你试图帮助的人？,1,0,2,1
这件事是很久以前的事，还是最近发生在你身上的事情？,1,1,2,1
您最近是否尝试过 Protocol 6，它是否带回了过去的一些艰难情绪？,1,0,1,1
您是否执行了协议 6，是否让您感觉更糟？,1,0,0,0
您是否尝试过协议 6，如果是，您是否对过去有负面想法，导致您的思绪在那个方向徘徊？,2,1,1,1
最近，你是否觉得人们“要抓你”？,0,1,0,0
您是否在任何时候对某人表达或感受到以下任何情绪：,0,0,1,0
您是否对某人有强烈的以下情绪：,0,0,1,0
你是否觉得别人故意做出让你感觉不好的行为？,0,1,1,1
请告诉我，这是由特定事件引起的吗？,1,0,1,1
你最近有没有对任何人有过以下强烈的感情：,1,1,2,1
您现在的情绪是否取决于您无法帮助亲人这一事实，并因此而感到内疚？,2,1,1,1
你是否与生活中的人关系紧张，这给你带来了很大的痛苦？,0,1,1,1
你觉得你感觉比以前好还是坏了？,0,0,1,0
你认为自己情绪低落是别人的错吗？,0,1,0,0
很遗憾，一个不适合你，但我们会找到一个有效的协议。您想尝试另一种希望对您更有帮助的方法吗？,1,2,2,2
您是否认为有另一种方式可以查看这种情况，其他人的建议可以帮助您找到它吗？,1,2,2,2
你认为自己是别人的救星吗？,0,0,1,0
感谢您开放并与我分享。你今天看起来像{}，你也会这么说吗？,2,2,2,2
很抱歉听到你感觉更糟了。你想继续做另一个协议吗？,1,2,2,2
您是否正在体验一种控制感，比如想要控制一个情况或一个人？,1,2,2,2
当尝试按照议定书 6 的要求重新审视您的创伤时，您是否发现自己情绪上不舒服并且难以继续进行？,1,2,2,2
即使不公平，你是否总是倾向于为生活中发生的一切坏事责备自己？,1,1,2,1
我非常感谢您的努力，感谢您的参与。让我们很快再谈。,1,2,2,2
我想知道你是否总是觉得自己造成了问题，即使这并不是你的错？,2,1,1,1
您的个人生活中是否发生过任何事情导致这些感觉？,0,0,1,0
我想更好地理解为什么你现在会经历这种消极的感觉。你觉得你需要拯救别人吗？,2,1,1,1
您现在在个人生活中是否正在经历任何困难或创伤？,1,1,1,1
你听别人的吗？,0,0,0,0
没关系，谢谢你让我知道。有没有人特别责备你的悲伤？,1,2,2,2
精彩的！不如我向您推荐一个协议，以确保您珍惜这种积极的感觉？,2,1,2,2
这是因为发生了什么事吗？,0,0,0,0
老实说，你认为你总是可以考虑替代你的观点吗？,1,0,1,1
您想尝试不同的协议吗？,0,1,0,0
我们已经到了会议的尾声，我想感谢你抽出时间和我一起解决这个问题。再见。,2,1,2,2
然后我想知道你是否觉得自己有错。当事情不成功时，你是否倾向于严厉地责备和指责自己？,1,2,2,2
你有任何想法，你可以控制别人，或试图控制他们？,1,0,0,0
你觉得现在所有的人和所有人都在反对你吗？,0,0,1,0
当你遇到问题时，你是总是把责任归咎于自己，还是总是指责自己犯了错误？,1,0,1,1
偶尔为自己的问题责备自己是正常的，但我们应该注意不要让这成为一种破坏性的习惯。你有没有注意到你总是因为任何事情出错而责备自己？,2,2,1,2
我明白了，谢谢。这个事件是最近的还是更久远的？,2,1,1,1
你觉得有义务控制别人的态度吗？,1,0,0,0
请问您是否相信将他人从他们的问题中解救出来是您自己的责任？,2,1,1,1
服用此方案后您感觉如何？,1,0,1,1
谢谢你的分享。我想问你一些问题，以便我能理解更多。,0,1,1,1
以下是我的建议。你想尝试其中的任何一个吗？,0,0,1,0
你能表达一下你现在已经完成了这个协议的感受吗？,1,2,1,1
准备好后选择“继续”。,0,0,0,0
您是否将自己视为受害者，还是将自己的感受归咎于他人？,1,0,0,0
如果我可以问一下，您现在完成了协议，感觉如何？我希望你感觉好些，但如果你感觉更糟也没关系，请告诉我，我会尽力提供帮助。,2,2,2,2
你现在可能正在经历很多强烈的感情。您是否曾在内心或向他人表达过以下任何情绪：,1,2,2,2
我真的很高兴我们能一起度过这段时间，我希望它对你有所帮助。每当您想多谈一些时，您都可以回来。,2,2,2,2
请在下面找到我的建议。您可以选择您喜欢的协议。,1,0,0,0
我很遗憾听到你今天感觉不舒服。是什么特定的东西让你有这种感觉吗？,1,2,2,2
你觉得你想看看另一个协议吗？,1,1,0,1
