,gender,age,emotion,base,rewriting,transformation
2522,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！如果您愿意，让我们通过协议来探索更多关于这些感受的信息。,HIGH
2523,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！如果您愿意，我可以推荐一个协议来帮助您感觉更好。,HIGH
2524,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，总是很高兴听到。你想让我给你一个协议，让你感觉更满足吗？,HIGH
2525,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，我很高兴听到这个消息！感觉快乐/满足是我们都想保持的东西，所以我可以推荐一个治疗方案，你可以用来增强和保持这种积极的感觉吗？,HIGH
2526,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,这真是太棒了。你想尝试一个协议吗？,HIGH
2527,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很好，让我们找到一种方法来保持这种感觉！我可以推荐一个协议供您尝试吗？,HIGH
2528,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太好听了！您想尝试一种符合您心情的协议吗？我希望它可以激励你，让你的一天更加明亮。,HIGH
2529,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,那太棒了！为了保持这种状态，我可以向您展示一个您可以执行的协议吗？,HIGH
2530,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,如果您有兴趣，我认为您会喜欢的协议。,HIGH
2531,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴看到你今天如此积极。我可以推荐一个适合您当前心情的协议吗？,HIGH
2532,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！我们可以看看一些现在可以尝试的协议吗？,HIGH
2533,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,这是一种很棒的感觉。我可以建议一个协议来帮助增强和保持良好的感觉，它可能真的有帮助吗？,HIGH
2534,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,极好的！我有一个协议建议让你感觉良好，你想看看吗？,HIGH
2535,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太棒了！我可以建议一个非常适合保持积极情绪的协议。,HIGH
2536,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！我向您推荐一个协议，以确保您珍惜这种积极的感觉如何？,HIGH
2537,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,这真是太好了！如果您愿意，我可以建议一个协议来改善您当前的情绪。,HIGH
2538,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到你有这种感觉。我有一个协议可以增强这种积极的感觉，你想试试吗？,HIGH
2539,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢你与我分享。从您的回答来看，您感觉 {} 听起来对吗？,HIGH
2540,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢从你告诉我的情况来看，我会说你现在感觉{}，这听起来对吗？,HIGH
2541,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你告诉我，我想确保我理解正确。我相信您有 {} 的感觉，您能确认一下吗？,HIGH
2542,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我知道了。所以您感觉 {}，对吗？,HIGH
2543,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你分享你的情绪。我认为您感觉 {} 是否正确？,HIGH
2544,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您所说的，我会说您感觉{}，我的假设是否正确？,HIGH
2545,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我相信从您所说的一切中您感受到{}，这是否准确？,HIGH
2546,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请纠正我。我说您现在感觉 {} 是否正确？,HIGH
2547,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听起来您是 {}，是吗？,HIGH
2548,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。如果我理解正确，您的感觉是 {}，对吗？,HIGH
2549,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听完您所说的，我了解到您的感受是 {}，我的理解是否正确？,HIGH
2550,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢分享。我认为您有 {} 的感觉，我这样说是否正确？,HIGH
2551,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,从您的回复看来，您今天感觉{}，我说的对吗？,HIGH
2552,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据我们的讨论，我认为您可能会感觉到 {}，这听起来对吗？,HIGH
2553,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据您告诉我的情况，您可能感觉 {}，我这样说是否正确？,HIGH
2554,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我理解正确。我想您感觉 {}，这听起来对吗？,HIGH
2555,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，我只是想确保我们在同一页面上。您认为 {} 最能描述您现在的感受吗？,HIGH
2556,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您通过分享您的感受来信任我。从你告诉我的情况来看，我相信你有 {} 的感觉？,HIGH
2557,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请原谅我。我相信您是 {}，我的想法是否正确？,HIGH
2558,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我想说您现在感觉{}，您认为这是对您当前心情的合理描述吗？,HIGH
2559,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,阅读您告诉我的内容后，我相信您会感觉到 {}，这是否足够接近？,HIGH
2560,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你对我敞开心扉。我假设您感觉 {} 是否正确？,HIGH
2561,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我想您可能会感觉到 {}，您认为这是真的吗？,HIGH
2562,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听你说，你好像感觉{}，我理解正确吗？,HIGH
2563,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,听完您的担忧后，我认为您的感觉是 {}，这是真的吗？,HIGH
2564,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我想您可能会感觉到 {}，您同意吗？,HIGH
2565,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,综合你刚才告诉我的一切，我相信你今天感觉{}，你认为这样说公平吗？,HIGH
2566,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我听到的是您感觉 {}，是吗？,HIGH
2567,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据你告诉我的内容，你似乎感觉{}，你认为这是准确的吗？,HIGH
2568,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。我说您感觉 {} 是否正确？,HIGH
2569,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢你的分享。我的印象是你今天是 {}，这是正确的吗？,HIGH
2570,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你，让我仔细检查一下你刚刚告诉我的。据我所知，您的感受是 {}，准确吗？,HIGH
2571,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的回答。在我看来，您现在是 {}，该描述与您的感受相符吗？,HIGH
2572,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,如果我理解正确，您的感受是 {}，这是否足够准确地描述它？,HIGH
2573,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据您告诉我的情况，您感觉 {} 是这样吗？,HIGH
2574,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我觉得你今天感觉很{}，是吗？,HIGH
2575,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,现在，我想澄清一下您的感受是 {}，对吗？,HIGH
2576,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。我的印象是你感觉{}，对吗？,HIGH
2577,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,您今天似乎感觉{}，这是否足以准确描述您的感受？,HIGH
2578,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您对我的信任并分享您的感受。如果我理解正确，您现在感觉{}，您会说这是真的吗？,HIGH
2579,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我可以看出您可能会感觉到 {}，这准确吗？,HIGH
2580,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您的开放和与我分享。你今天看起来像 {}，你也会这么说吗？,HIGH
2581,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您与我分享您的想法。我有一种感觉，你是 {}，是这样吗？,HIGH
2582,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢你的分享。我相信您是 {}，我这样说是否正确？,HIGH
2583,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,如果我理解正确，您会认为是 {}，这是一个公平的评估吗？,HIGH
2584,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。根据您告诉我的情况，我了解到您的感受是 {}，您认为这或多或少地描述了您的感受吗？,HIGH
2585,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,非常感谢您的意见。在我看来，您现在感觉{}，这听起来准确吗？,HIGH
2586,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你的开放。从您的回复来看，我认为您有 {} 的感觉，我这样说是否正确？,HIGH
2587,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我明白。我相信您有 {} 的感觉，您认为这是正确的吗？,HIGH
2588,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,考虑到您所说的所有内容，我相信您会感觉到 {}，是这种情况吗？如果没有，请随时纠正我。,HIGH
2589,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。你能告诉我这些情绪中的哪一种符合你的感受吗？,HIGH
2590,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，真的很抱歉，我当时一定是误会了。您能否通过从以下列表中选择来告诉我您的感受：,HIGH
2591,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我很抱歉，我真的很感谢你告诉我我做错了 - 有时可能很难。你能给我一些帮助以确保我理解吗？这是一个列表 - 请让我知道哪一个描述了您的感受：,HIGH
2592,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，我的错。那么你说你今天的感觉如何？,HIGH
2593,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起，我误解了你的情绪。也许您可以将您当前的情绪描述为列表中的其中一种？,HIGH
2594,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。你实际感觉如何？你能从下面的列表中选择它吗？,HIGH
2595,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,非常抱歉。请从以下情绪中选择您的感受：,HIGH
2596,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，有时很难知道某人在键盘后面的感受。相反，您介意从这个列表中选择一种更适合您当前状态的情绪吗？,HIGH
2597,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我一定是看错了情况。请告诉我，你感觉如何？,HIGH
2598,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦对不起。你能选择你感受到哪种情绪，或者最接近它的一种情绪吗？,HIGH
2599,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉我误解了这一点。请问您从下面的列表中选择更准确地反映您的感受的情绪吗？,HIGH
2600,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对此我感到非常抱歉。你能从下面的情绪中突出你现在真正感受到的情绪吗？,HIGH
2601,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我好像误会了，我很抱歉。让我再试一次：请看下面的列表，然后选择哪种情绪最能代表您今天的感受。,HIGH
2602,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我一定是误会了。请从下面最能反映您感受的情绪中选择一种。,HIGH
2603,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,请原谅我。在不引导你的情况下，请从我给你的清单中选择你的感受。,HIGH
2604,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦不，我很抱歉。如果您不介意，请从此列表中选择您的感受：,HIGH
2605,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我为我的误会道歉。您认为以下哪一项最接近您目前的感受？,HIGH
2606,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉造成误解。请从下面反映您感受的情绪中选择一种来纠正我：,HIGH
2607,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,啊，我道歉。此列表中的哪种情绪最能描述您的经历？,HIGH
2608,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我真的很抱歉我做错了。也许以下情绪之一会更准确地描述它？,HIGH
2609,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起，我误会了你。从列出的情绪中，您能否选择最能定义您当前感受的情绪？,HIGH
2610,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我深表歉意。请从下面的列表中选择最能描述您的感受的情绪：,HIGH
2611,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我的错。在您看来，您目前正在感受这些情绪中的哪些？,HIGH
2612,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误会，我深表歉意。如果您可以在下方选择一种真正反映您感受的情绪，那将非常有帮助。,HIGH
2613,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉误解了你的感受。请告诉我您的感受，以便我更好地理解。,HIGH
2614,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,很抱歉对于这个误会。你会说你此刻的感受是什么？,HIGH
2615,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我不是最擅长阅读人的。如果你不介意我问一下，你今天感觉如何，你能从下面的列表中选择你觉得最接近你当前心情的吗？,HIGH
2616,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起，我误会了。请选择您认同的情绪：,HIGH
2617,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，也许我误解了你的感受。我认为如果您能挑选出您认为最能代表您的情况的情感，那可能是最好的：,HIGH
2618,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起。能否请您告诉我您的感受：,HIGH
2619,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，那我一定是弄错了。请告诉我，您正在经历以下哪种情绪？,HIGH
2620,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我拿错了棍子的一端。如果你看这个列表，你可以指出你正在感受哪种情绪，那么就不会有误解。,HIGH
2621,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我真的很想了解你的感受。您能帮我从列表中选择最符合您感受的选项吗？,HIGH
2622,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。让我们来看看这个列表，看看什么最能反映你现在的感受。,HIGH
2623,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。如果可以，请从以下列表中选择，告诉我您的感受：,HIGH
2624,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我不是故意误判的。你有这些情绪吗？如果是这样，请通过选择它让我知道：,HIGH
2625,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于误解您的实际感受，我深表歉意。请您从下面的情绪中选择最能反映您的感受的情绪，以便我更好地理解它？,HIGH
2626,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对于那个很抱歉。请阅读以下情绪并选择最适合您的感受：,HIGH
2627,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。您想通过自己选择来帮助我了解您的感受吗？,HIGH
2628,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我的错。你能通过从下面的列表中选择正确的情绪来告诉我你的感受吗？,HIGH
2629,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起。请从这个列表中选出你感受到的情绪，帮助我理解：,HIGH
2630,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起。请告诉我你的真实感受。,HIGH
2631,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,抱歉，有时很难准确评估别人的感受。您想从这份清单中挑选出您正在感受的情绪吗？,HIGH
2632,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起。那么最好说你是：,HIGH
2633,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，糟糕，对不起；我误解了信号。为避免进一步混淆，请从以下最能反映您当前感受的情绪中选择：,HIGH
2634,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我道歉，我一定是误会了。也许您可以从下面的列表中指出哪种情绪最能代表您的感受？,HIGH
2635,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉，我很想更好地了解你的感受。你能选择你认为合适的情绪吗？,HIGH
2636,男性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我真诚地道歉。请您从下面的列表中选择您的实际感受。,HIGH
2637,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉那是不正确的。看看下面的列表，你能告诉我你的感受吗？,HIGH
2638,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉听到我误解了。请用您自己的话说，您能具体说明您的感受吗？,HIGH
2639,女性,18-39,所有情绪,感谢您的参与。再见,感谢您今天的合作，我很感激。回头见！,HIGH
2640,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天抽出时间与我们合作，希望您喜欢我们的会议。我期待着下次见到你。,HIGH
2641,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢与我交谈，我真的希望它做得很好。真的希望很快能再见到你！,HIGH
2642,女性,40-69,所有情绪,感谢您的参与。再见,今天真是谢谢你了。很快再见。,HIGH
2643,男性,18-39,所有情绪,感谢您的参与。再见,我非常感谢你的参与，希望我们能很快再次见面。,HIGH
2644,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间。一会儿见！,HIGH
2645,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的参与。我们下次见面。,HIGH
2646,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的参与，我真的很感激，您的努力非常宝贵。祝你有美好的一天！,HIGH
2647,女性,40-69,所有情绪,感谢您的参与。再见,谢谢你今天，我真的很感激。很快又赶上了。,HIGH
2648,男性,18-39,所有情绪,感谢您的参与。再见,感谢您今天的时间！希望早日收到你的消息！,HIGH
2649,女性,40-69,所有情绪,感谢您的参与。再见,我非常感谢您所花费的时间以及您与我分享的所有内容。我希望很快能再次联系。,HIGH
2650,男性,18-39,所有情绪,感谢您的参与。再见,我真的很感谢你的努力，谢谢你的参与。让我们很快再谈。,HIGH
2651,女性,18-39,所有情绪,感谢您的参与。再见,今天到此结束，感谢您与我交谈，我希望这次谈话对您有所帮助。期待很快再次见到您。,HIGH
2652,男性,18-39,所有情绪,感谢您的参与。再见,感谢您今天的耐心等待。再见！,HIGH
2653,男性,18-39,所有情绪,感谢您的参与。再见,我真的很想花时间感谢您成为如此出色的参与者。很高兴能很快再次见到你。,HIGH
2654,女性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,HIGH
2655,男性,18-39,所有情绪,感谢您的参与。再见,非常感谢您的时间和努力。祝你有美好的一天！,HIGH
2656,女性,18-39,所有情绪,感谢您的参与。再见,感谢您的合作和参与本次会议。期待很快见到你。,HIGH
2657,男性,40-69,所有情绪,感谢您的参与。再见,真的非常感谢你。我希望很快能见到你。,HIGH
2658,女性,40-69,所有情绪,感谢您的参与。再见,我很高兴你能参加。我希望我们能尽快联系，再次感谢。,HIGH
2659,男性,18-39,所有情绪,感谢您的参与。再见,谢谢你，你很棒，很高兴能一起解决这个问题。我希望你能很快回来。,HIGH
2660,女性,18-39,所有情绪,感谢您的参与。再见,我很感激你的参与。我希望很快能再次与你合作。,HIGH
2661,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，你今天很棒。我希望我能很快见到你，再见！,HIGH
2662,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你的合作。我希望很快能在见到你。,HIGH
2663,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你向我敞开心扉，告诉我你的感受。我很高兴我们可以进行这次聊天，如果您需要我，我会在这里。,HIGH
2664,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您参与其中。我希望很快能见到你。,HIGH
2665,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的时间。我相信我们会再次穿越的！,HIGH
2666,女性,40-69,所有情绪,感谢您的参与。再见,我们已经结束了会议，我要感谢您抽出时间与我一起解决这个问题。再见。,HIGH
2667,男性,18-39,所有情绪,感谢您的参与。再见,我要真诚地感谢您参与其中。我希望很快能见到你！,HIGH
2668,女性,18-39,所有情绪,感谢您的参与。再见,谢谢你今天和我分享。想谈什么就回来找我。,HIGH
2669,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，非常感谢您参加本次活动。我期待着在不久的将来见到你。,HIGH
2670,女性,40-69,所有情绪,感谢您的参与。再见,我很高兴我们能一起度过这段时光，希望对你有帮助。想多聊几句的时候可以回来。,HIGH
2671,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您参加本次会议，我非常感谢您的时间和您提供的深思熟虑的意见，希望本次会议对您有所帮助。我期待很快再次见到你，保重。,HIGH
2672,女性,40-69,所有情绪,感谢您的参与。再见,很高兴与您交谈，感谢您抽出宝贵时间。暂时再见。,HIGH
2673,男性,18-39,所有情绪,感谢您的参与。再见,谢谢，感谢您的合作。很快再见！,HIGH
2674,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢你跟我说话。我期待很快再次发言。,HIGH
2675,男性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议期间的时间和合作。我期待很快的另一场会议。,HIGH
2676,男性,40-69,所有情绪,感谢您的参与。再见,我很高兴你参加了今天的会议。一会儿再说。,HIGH
2677,女性,18-39,所有情绪,感谢您的参与。再见,我很感激你和我一起度过了这段时间。我希望很快能见到你。,HIGH
2678,男性,40-69,所有情绪,感谢您的参与。再见,感谢你今天勇敢地分享你的感受，我很感激。我期待我们的下一次会议。,HIGH
2679,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天的诚实和努力，非常感谢。很快再见！,HIGH
2680,女性,18-39,所有情绪,感谢您的参与。再见,我真的很感谢你和我说话，谈论一个人的感受需要勇气。我期待与您再次交谈！,HIGH
2681,男性,40-69,所有情绪,感谢您的参与。再见,我要感谢您今天与我分享您的想法和感受。我真的很想很快再见到你，所以请你有空的时候过来看看。,HIGH
2682,女性,40-69,所有情绪,感谢您的参与。再见,非常感谢您无偿地付出时间。我很快就会再见到你。,HIGH
2683,男性,40-69,所有情绪,感谢您的参与。再见,您的参与非常宝贵，非常感谢您的参与。我希望很快能见到你。,HIGH
2684,女性,40-69,所有情绪,感谢您的参与。再见,我非常感谢您在这方面花费的时间。我希望能再次见到你。,HIGH
2685,女性,40-69,所有情绪,感谢您的参与。再见,谢谢，很高兴与你进行这次谈话。我希望我们能很快再见面。,HIGH
2686,男性,40-69,所有情绪,感谢您的参与。再见,我很感谢你今天的参与。我期待在未来与您进行更富有成效的合作。,HIGH
2687,女性,18-39,所有情绪,感谢您的参与。再见,谢谢你今天的时间。我希望你能回来多聊几句。,HIGH
2688,女性,18-39,所有情绪,感谢您的参与。再见,感谢您在本次会议中信任我。每当您想多说话时，请再和我沟通。,HIGH
2689,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我在这里有一些可能会有所帮助的选项。请选择您现在要查看的协议。,HIGH
2690,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我会给你一些协议建议，但决定必须来自你，因为你最了解自己。您能否选择您认为最适合您的协议？,HIGH
2691,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,根据您与我分享的内容，我认为这些建议适合您。请您告诉我您想尝试哪些协议？,HIGH
2692,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,因此，根据我们所讨论的内容，我有以下建议供您选择。请选择您现在要尝试的协议。,HIGH
2693,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,在我们的讨论之后，我列出了我想向您推荐的协议。您是否乐意查看它们并选择您可能会考虑尝试的协议？,HIGH
2694,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些您可以尝试的推荐协议。你现在有什么想尝试的吗？如果是，请选择它。,HIGH
2695,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我认为您可以从这些协议中的任何一个中受益，让您感觉自己是最好的自己。请告诉我您想尝试哪一种。,HIGH
2696,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我现在给你一些建议。我很乐意让您决定要使用哪种协议。,HIGH
2697,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些我们可以尝试的建议，但我认为我们最好尝试您认为最合适的建议。请告诉我您希望我们尝试哪种协议。,HIGH
2698,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我推荐的。请随意选择您想尝试的协议。,HIGH
2699,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我对协议有一些建议，可以帮助您解决问题。你想选择你认为最适合你的吗？,HIGH
2700,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,现在我们已经掌握了所有相关信息，我想向您推荐一些我认为会产生积极影响的协议。您可以选择最能引起您共鸣的协议。,HIGH
2701,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些建议可能对你有用。你能告诉我你想尝试哪种协议吗？,HIGH
2702,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我想推荐一些我认为非常适合您的情况的协议。请选择您要尝试的协议。,HIGH
