,emotion,base,rewriting,perplexity
487,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,没关系，谢谢。你会因为发生在你身上的事情而责怪任何人吗？你认为自己是这一切的受害者吗？,9.925258
488,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的，让我们进一步探讨一下。你认为你可能会让别人对你对自己的感觉负责，可能将自己视为受害者吗？,17.105244
489,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,那就好，谢谢解答。我想问一下，如果您不介意，您是否觉得自己受到了伤害和/或其他人对您的负面情绪负责？,15.8877325
490,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的，谢谢你的回答。你认为你的负面情绪是由别人对你的行为引起的吗？,11.799172
491,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,有时我们可能会觉得其他人要为我们的感受负责。您认为现在有人正在引起您的愤怒吗？,19.131573
492,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,是不是你觉得你的负面情绪可能要归咎于其他人，这会导致你的愤怒？,17.736002
493,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否认为，也许，你没有对自己的感受承担全部责任，这导致你对他人进行猛烈抨击？,19.27813
494,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,明白了，谢谢，那我再深入研究一下。在这种令人遗憾的情况下，您是否觉得自己是受害者？,16.644552
495,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢你，让我们再回想一下你的这种感觉。你会说你是一个受害者，你会因为你的感受而责怪别人吗？,12.8054695
496,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我想知道你是否感到被周围的人理解或对抗；这对我能够帮助你很重要。你认为你周围的人理解你还是他们实际上是问题的一部分？,17.530027
497,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,非常感谢您的回答。我现在想问你，你是否认为自己是这种情况的受害者，而你的痛苦感觉应该归咎于其他人。,12.040351
498,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,感谢您分享这个。你能告诉我你是否认为自己是受害者，把你的负面情绪归咎于别人吗？,15.949451
499,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白。在这种情况下，其他人是否是问题所在，也许是您亲近的人对待您的方式？,20.34716
500,愤怒,您觉得您在试图控制某人吗？,您是否担心可能会将这些愤怒情绪发泄到某人身上，并试图控制它们？,21.591515
501,愤怒,您觉得您在试图控制某人吗？,再次感谢您帮助我了解情况。您是否有可能试图控制或操纵生活中的其他人？,21.681034
502,愤怒,您觉得您在试图控制某人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？,20.204632
503,愤怒,您觉得您在试图控制某人吗？,有时我们会后悔自己的生活没有始终处于掌控之中，并因此试图控制他人。你觉得你可能试图控制某人吗？,18.488508
504,愤怒,您觉得您在试图控制某人吗？,我想知道您的愤怒是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？,20.01644
505,愤怒,您觉得您在试图控制某人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,18.648617
506,愤怒,您觉得您在试图控制某人吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到沮丧？,16.509508
507,愤怒,您觉得您在试图控制某人吗？,谢谢你的回复，很有帮助。试着从外面看自己，你是否觉得你在控制或试图控制别人的行为？,14.481498
508,愤怒,您觉得您在试图控制某人吗？,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？,18.013498
509,愤怒,您觉得您在试图控制某人吗？,当涉及情绪时，总是很难保持客观，但如果可以的话，我希望你尝试一下。你是否觉得你总是更关注别人在生活中所做的事情，而不是你在生活中所做的事情？,9.385856
510,愤怒,您觉得您在试图控制某人吗？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？,18.872242
511,愤怒,您觉得您在试图控制某人吗？,谢谢你。你会说，也许你正试图控制别人，让他们做你想让他们做的事，或者说你想听的话？,17.368986
512,愤怒,您觉得您在试图控制某人吗？,下面的问题可能感觉有点直接，但请尽量诚实地回答。你会说你现在觉得有必要控制某人或某事吗？,22.106543
513,愤怒,您觉得您在试图控制某人吗？,我明白了，也许你的愤怒可能是因为无法从别人那里得到你需要或期望的东西。可能是您试图控制某人但无法控制，这让您感到愤怒？,16.62975
514,愤怒,您觉得您在试图控制某人吗？,你的愤怒会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？,32.613937
515,愤怒,您觉得您在试图控制某人吗？,谢谢你的回答，我一直在这里理解和帮助你，从不评判。你有没有可能试图掌控别人的生活？,15.331479
516,愤怒,您觉得您在试图控制某人吗？,没关系，谢谢你让我知道。难不成你就是想控制别人的人？有时，当我们自己经历痛苦时，我们可能会这样做。,13.6931
517,愤怒,您觉得您在试图控制某人吗？,谢谢，你可以直接说“不”或“是”，因为这有助于我更清楚地了解你的感受。在你的生活中，是否有一种关系让你试图对他们进行过多的控制？,12.169331
518,愤怒,您觉得您在试图控制某人吗？,有时我们希望我们可以24/7全天候为某人服务，但这也可能变成控制行为。您是否认为您可能对某人表现出控制性行为，或试图接管他们生活的某些方面？,20.91452
519,愤怒,您觉得您在试图控制某人吗？,谢谢你。或许，您是否相信您正在对一个人施加不适当的压力来获得您所需要的结果？,25.520044
520,愤怒,您觉得您在试图控制某人吗？,我明白了，谢谢，我还有一个问题想问。你有没有觉得生活中有些事情或人太难以预测了，并希望你能对它们有更多的控制？,13.209461
521,愤怒,您觉得您在试图控制某人吗？,我能理解您的愤怒，有时这种情绪会让我们觉得某人没有按照他们应该的方式行事。可能是你试图控制某人，甚至没有意识到吗？,14.578399
522,愤怒,您觉得您在试图控制某人吗？,我明白了，谢谢你，让我们继续下一个问题，试图找到你感受的根源。也许你觉得你在试图控制某人？,21.15612
523,愤怒,您觉得您在试图控制某人吗？,我很感激你对我敞开心扉。在这一切中，您是否看到自己试图影响或控制他人的行为？,20.867008
524,愤怒,您觉得您在试图控制某人吗？,在不打扰的情况下，我可以问一下你生活中是否有人觉得你的行为不像你希望的那样？,11.747699
525,愤怒,当出现问题时，您是否总是责怪和指责自己？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常愤怒的情绪。你认为你总是为每一个错误都责备自己吗？,13.989637
526,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。,12.926486
527,愤怒,当出现问题时，您是否总是责怪和指责自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,18.819363
528,愤怒,当出现问题时，您是否总是责怪和指责自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？,16.101566
529,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，那很好，谢谢。最近，你是不是总发现事情没有按计划进行时，总是把责任推到自己身上？,15.192136
530,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢，我想再问问你对这种愤怒的感受。你内心有没有一个声音对你说，这实际上完全取决于你，你应该为这种感觉负责，或者出现问题是你的错？,14.925581
531,愤怒,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。你是否总是把情况看得太个人化，以至于你觉得对失败负责，并认为这总是你的错？,23.127302
532,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢，请注意，如果可以的话，让我们进一步探索。有时事情可能会出错或无法解决；当这种情况发生时，你是否觉得自己总是有错？,15.203997
533,愤怒,当出现问题时，您是否总是责怪和指责自己？,很抱歉，您感觉不太好，我想知道您是否为此将责任归咎于自己。你认为你总是为每一个问题责备自己吗？,19.252115
534,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢，你的情绪和感觉是有效的，我想了解更多。您是否总是觉得生活中的任何困境或问题都应该归咎于您？,17.19773
535,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢你，如果你同意的话，我希望我们能深入挖掘一下。当事情没有按照你想要的方式发展时，你认为你总是为此责备自己吗？,13.338388
536,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢你。这里没有正确或错误的答案，探索事物是好的。当事情不像你想要的那样发展时，你认为你总是要负责吗？,21.164867
537,愤怒,当出现问题时，您是否总是责怪和指责自己？,偶尔为我们的问题责备自己是正常的，但我们应该小心不要把它变成一种破坏性的习惯。你有没有注意到你总是为任何出错的事情责备自己？,13.569014
538,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你花时间回答这个问题。请问您是否觉得自己有一种总是将问题归咎于自己的倾向？,12.171684
539,愤怒,当出现问题时，您是否总是责怪和指责自己？,感谢您分享这个。你能告诉我你是否觉得当事情出错时你总是在责备和指责自己吗？,29.317205
540,愤怒,当出现问题时，您是否总是责怪和指责自己？,谢谢你让我知道。你会不会说你很容易自责，经常因为出了问题而责备自己？,19.917345
541,愤怒,当出现问题时，您是否总是责怪和指责自己？,嗯，我明白了，谢谢你花时间回答所有这些问题，我仍在努力找出最好的帮助方式。你会说当出现问题时，你有把矛头指向自己的倾向吗？,16.691477
542,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的行为让您感到不舒服或有任何不愉快的感觉？如果是这样，也许您可能会因为这个事件而责备自己，但这不一定是你的错？,10.108974
543,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，而责备自己？您能够告诉我吗？谢谢。,23.07894
544,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的负面情绪可能是由于您过度责备而导致的？如果是这样，我想知道这是怎么回事。,11.510876
545,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时，比如说你做错了事，是您应该承担责任？您可能因为任何错误而责备自己？如果是这样，我想知道你的感受。,12.830162
546,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，我想问你会不会怀有一些不好的感觉？你是不是总觉得这个事件是你的错，也不至于把你弄得那么难过。,12.730809
547,愤怒,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，你能告诉我你会不会又一些不好的感觉？,16.825117
548,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情没按照你的意愿去做，或者不按计划行事时，您会因此而指责自己。,15.2295475
549,愤怒,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时是您应该承担责任，即使出错的因素不来至于您？,30.00485
550,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
551,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
552,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
553,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？,10.48037
554,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
555,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时很容易被我们自己的观点所迷惑。你通常对别人的观点持开放态度吗？,13.8955765
556,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,现在，我希望您回想一下您与朋友、家人或同事的对话。你觉得你善于倾听别人的意见，理解所有的观点吗？,14.82526
557,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我理解您的感受并且不想以任何方式冒犯您，但我确实需要询问您如何与其他人及其想法打交道。在之前的讨论中，您是否考虑过其他人关于这个问题和其他主题的观点？,14.622952
558,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢，我很欣赏你的诚实，在我看来你是一个非常开放的人，但是有时很容易过于执着于我们的信念，这会阻止我们作为个人成长。老实说，您是否觉得自己一直能够接受其他人的观点？,11.909468
559,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我希望你仔细思考并诚实地告诉我，如果你认为你最近一直在充分听取其他人的建议，并认为值得采纳这些建议。,14.477753
560,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,请回想一下之前与其他人的对话。在你之前的谈话中，你是否考虑过对方的观点，即使他们与你自己的不同？,14.672039
561,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢你，以及你如何与他人相处。你能不能坦率地说，你考虑到了别人的感受，仔细倾听了他们对你说的话？,13.14114
562,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？,25.954185
563,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？,15.176153
564,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
565,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
566,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？,25.954185
567,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？,15.176153
568,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
569,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
570,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
571,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
572,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时很容易被我们自己的观点所迷惑。你通常对别人的观点持开放态度吗？,13.8955765
573,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,现在，我希望您回想一下您与朋友、家人或同事的对话。你觉得你善于倾听别人的意见，理解所有的观点吗？,14.82526
574,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我理解您的感受并且不想以任何方式冒犯您，但我确实需要询问您如何与其他人及其想法打交道。在之前的讨论中，您是否考虑过其他人关于这个问题和其他主题的观点？,14.622952
575,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉听到你的麻烦，我总是在这里提供帮助。您现在是否在与任何亲人相处时遇到困难？,25.056498
576,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉你生气了，我想知道这是否可能是更大事情的征兆。您最近生活中是否发生了其他重大困难？,22.60121
577,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的答复。如果你不介意我问一下，你现在正在经历个人危机吗？你的人际关系或其他事情是否特别困难？,17.460964
578,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我想帮助你放下消极的想法。是否因为与家人或亲人的问题，您现在正在经历一段特殊的痛苦？,17.986637
579,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这对你来说不是一个好时机，也许还有更重要的事情发生。您是否正在经历个人危机，面临涉及生活中其他人的无法处理的问题？,14.463672
580,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你知道，我想知道这种愤怒是否有更深的根源。您的生活中是否有任何重大事件、危机或与您关心的人发生重大关系？,18.870222
581,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的愤怒是否会被隐藏在表面之下的更大的东西触发。您最近在个人生活或职业生活中是否遇到了非凡的困难？,23.393543
582,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正在经历家庭、朋友或亲人的问题，您的感受对您的影响是否很大？,13.903977
583,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否觉得生活中正在发生重大的问题？,18.982296
584,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了帮助您，我想深入挖掘一下。如果你不介意我问一下，你正在经历一场艰难的个人危机吗？,24.051554
585,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11.892454
586,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,17.275831
587,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的耐心等待，我真的很感激。你能告诉我，你是否觉得在你生命中的这一刻正在经历个人危机，在工作或家庭中遇到严重的困难？,13.86372
588,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,17.246008
589,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,14.302849
590,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的愤怒是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,14.144952
591,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否会将您生命中的这一刻描述为一个紧张而复杂的时刻，您、您的人际关系和情感都受到了强烈挑战？,18.560255
592,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了让我能够帮助您，我需要知道您的生活中是否正在发生重大事件。你觉得你现在过得特别困难，无论是在工作中，在家里还是和朋友在一起？,13.2317705
593,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您耐心回答这些问题，我想专注于您现在的真实情况。这种愤怒感是因为生活中正在发生的事情而痛苦吗？,16.287783
594,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,看起来你可能过得很艰难，请知道你可以和我谈谈。你的生活中有什么特别令人痛苦的事情吗？,13.44592
595,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问您目前在生活中是否遇到了特别的困难或困难，可能会导致您过度担心或痛苦？,13.127765
596,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我真的很感激。请问您是否遇到与亲人或朋友的一些问题，或者您是否处理过任何其他重大的痛苦事件？,14.599003
597,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请记住这是一个安全的空间，我在这里帮助您感觉更好。如果我问，您是否觉得您现在正在经历个人危机（例如与亲人相处困难或与朋友闹翻）？,17.92031
598,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您迄今为止分享的一切。如果我问您，您是否觉得自己正在经历特别困难的情况，无论是与家人、朋友还是亲人？,13.042748
599,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你生活中的其他事情和人际关系现在进展如何。您目前是否正在经历一个特别艰难的时期，或者正面临重大问题？,13.361111
600,焦虑,这是由特别事件引起的吗？,如果你不介意我继续说下去，是否有什么特定事件发生了而导致你有这样的感觉？你能告诉我更多关于这件事的具体细节，以便我能有一个清楚的了解。,10.253859
601,焦虑,这是由特别事件引起的吗？,如果你不介意我继续说下去，是不是有什么特定的事情让你有这样的感觉？你能告诉我具体原因，以便我能更清楚地了解您的情绪。,10.261533
602,焦虑,这是由特别事件引起的吗？,您是否有意识到导致这种情况的因素，比如有什么特定的事情让你有这样的感觉吗？我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,11.016961
603,焦虑,这是由特别事件引起的吗？,我想知道是什么让你有这种感觉。你能告诉我具体原因，以便我能够更清楚地了解发生的事情是怎么回事。是不是因为特定的东西，导致这样的情况？,8.963252
604,焦虑,这是由特别事件引起的吗？,我想知道是什么让你有这种感觉。你能告诉我具体原因，以便我能够更清楚地了解发生的事情是怎么回事。是不是因为特定的情况，导致这样的体验？,8.83486
605,焦虑,这是由特别事件引起的吗？,我想知道是什么让你有这种感觉。你能告诉我具体原因，以便我能更清楚地了解发生的事情是怎样的情况。如果是这样，您是否能够描述一下，是不是也有一些特定的东西让您感到不舒服？,8.717694
606,焦虑,这是由特别事件引起的吗？,是不是有什么更深层次的东西导致这种情况。你能告诉我具体原因，以便我能够更清楚地了解这件事吗？,11.145135
607,焦虑,这是由特别事件引起的吗？,是不是有什么更深层次的的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,11.293478
608,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情，或者其他更深层次的东西，让你有这样的感觉吗？我希望你能告诉我具体原因，以便我更清楚地了解这件事。,7.8961024
609,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情，比如说您个人的过去或者他人的行为，让你有这样的感觉？你能告诉我具体原因，以便我能更清楚地了解你的情绪。,11.074931
610,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情而导致这种不安全感，我想知道。你能告诉我具体原因，以便我能够更清楚地了解你的情况。,11.180592
611,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你可能会让您觉得不舒服或不愉快吗？我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,13.466044
612,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉？你能告诉我具体原因，以便我能更清楚地了解你的情绪状态。,8.816496
613,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我更清楚地了解你的情绪吗？,9.9004
614,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能够更清楚地了解你的情绪。,9.651424
615,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,9.524992
616,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。您是否有意识到自己或他人的行为导致了这种情况吗？,9.304093
617,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解导致您的情绪的特殊原因。,11.811214
618,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解这件事。如果你不介意我继续说下去，还有其他更深层次的问题吗？,8.435963
619,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我更多关于这件事的具体细节，以便我们进一步了解情况。,8.3504
620,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，比如说他人的行为或想法而导致这种情况？你能告诉我具体原因，以便我能够更清楚地了解你的情绪。,10.826483
621,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,10.898151
622,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉吗？你能告诉我具体原因，以便我能够更清楚地了解你的情绪。,10.250183
623,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉，我想知道。您能否详细描述一下这个情况，这样我才能有个清晰的了解。,10.172925
624,焦虑,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉。你能告诉我具体原因，以便我能更清楚地了解你的情绪，谢谢。,11.298158
625,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这很难。那是最近发生的还是不久前发生的？无论哪种方式，您的感受都是完全有效的。,22.294657
626,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白。你能告诉我这个事件的时间，以便我进一步了解是什么让你感到焦虑，是最近的还是遥远的？,23.715315
627,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢，这可能有助于我知道发生这种情况的时间。你能告诉我，这是最近发生的还是遥远的事件？,16.267601
628,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢您分享这个。在不详细介绍的情况下，这个事件是最近发生的还是已经有一段时间了？,16.945915
629,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉这件事发生在你身上。这是最近发生的还是不久前发生的？,12.576219
630,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道谈论这些事情可能很难，所以谢谢你对我敞开心扉。你想告诉我更多关于这件事是什么时候发生的，是最近发生的事情还是过去发生的事情？,9.230746
631,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很遗憾听到这个消息，希望你不介意在它发生时与我分享。是最近的还是遥远的？,31.87462
632,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，我明白了，请告诉我更多关于它的信息。这是什么时候发生的，最近还是前一段时间？,13.519976
633,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到它。这是什么时候发生的，最近还是前一段时间？,27.72888
634,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，谢谢，我很高兴你能很自在地谈论这个。这个事件是最近还是前一段时间引起了你的焦虑？,23.700878
635,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到这个，我希望你不介意进一步详细说明。这是最近发生的，还是在更远的过去发生的？,20.208115
636,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道这对你来说可能很难谈论。我想问一下，是最近发生的事情还是前一段时间发生的事情？,11.168767
637,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢你的分享。你能告诉我这件事发生并引起你焦虑的事情是最近发生的还是遥远的过去？我越了解，就越能支持你。,19.675322
638,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,很高兴您能够识别出这一点。这是最近发生的事件还是前一段时间发生的事情？,14.23736
639,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,哦不，那一定很难。这是最近还是很久以前发生的吗？,62.14263
640,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，有道理，谢谢你告诉我。这个事件是不久前发生的，还是最近发生的？,14.7550125
641,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉发生在你身上，很难经历一些痛苦的事情。这是最近发生的还是前一段时间发生的？,13.925868
642,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我希望你能谈论它。这是最近引起您焦虑的事情还是过去很遥远的事情？,28.496378
