,Unnamed: 0,gender,age,emotion,base,rewriting
1240,1240,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，重温创伤性事件可能比它的价值更痛苦。你最近有没有尝试过重温这个事件，但发现它太难了？
1242,1242,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,众所周知，协议 6 会对某些人产生负面影响，如果您最近尝试过，我想知道它是否会导致您目前的情绪。您是否熟悉协议 6，如果熟悉，您是否认为它可能会导致您的焦虑？
1243,1243,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢，我想将协议 6 作为您的可能建议，但我知道有时和在某些情况下它可能会令人不快。你有没有尝试过协议 6，它对你来说是不是不愉快？
1244,1244,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我觉得我可以向你建议协议 6 来处理过去的事件，但我想确保它适合你。您过去是否尝试过协议 6 并发现它重新点燃了不舒服的情绪？
1246,1246,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 6 有时会让人们感到不安，所以我想知道您是否遇到过这种情况。协议 6 是否是您尝试过并因此感到不安的东西？
1247,1247,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 6 可能对您的情况有所帮助，但它并不适合所有人，因此我想了解它是否适​​合您。您是否已经在过去执行了协议 6，并发现它由于旧事件而重新点燃了无法控制的情绪？
1250,1250,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这件事让你很痛苦。你最近有没有重温这个事件，试图找到它的结局，但它所做的只是把你在事件中无法忍受的情绪带回来？
1251,1251,女性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您可能知道，协议 11 可用于检查此类事件。您有使用协议 6 的经验吗？而且，如果是这样，您是否发现它使与过去事件相关的困难情绪浮出水面？
1253,1253,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,有时它可以帮助通过协议 11 解决与过去的创伤事件相关的焦虑。你是否已经尝试过协议 11，如果是的话，你是否真的发现它带来的情绪过于强烈？
1260,1260,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,在某些情况下，协议 11 可用于回顾特别创伤性事件，但这有时会引发麻烦的情绪反应。您之前是否使用过协议 11，它是否导致您有任何无法控制的情绪？
1261,1261,女性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道现在是否有什么东西重新点燃了这种感觉。您是否尝试过记住或重温此事件并因此感到焦虑？
1262,1262,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,通过尝试协议 11 来重温创伤性事件会带来消极和无法控制的情绪。您是否尝试通过执行协议 11 重新审视该事件并因此感到不舒服？
1265,1265,女性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,有时不好的感觉可能会回来，因为发生了一些事情让它们再次出现。您最近是否尝试过协议 11，并且无法将自己与过去所产生的负面情绪疏远？
1266,1266,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你和我分享这个。请问，你最近有没有讨论过这个过去的事件或试图重温它，这可能让你感到一些不适或带来一些负面情绪吗？
1270,1270,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我意识到克服过去的消极想法可能很困难。最近尝试了协议 11 是否让您想起了这件事，从而使您记忆犹新，并让您感到焦虑？
1271,1271,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 11 可能有很大帮助，但我知道它有时也会引起不必要的压力。您最近是否尝试过第 11 条协议，并在使用后发现自己太苦恼了吗？
1273,1273,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这很难，所以感谢您与我分享。如果您尝试过协议 11，是否会重新点燃您的这种不好的感觉？
1275,1275,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,处理过去的创伤真的很艰难，我很佩服你的勇气。请问您是否尝试过协议 11，但发现它太难了？
1277,1277,女性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道协议 11 通常会触发对过去的创伤事件重新产生焦虑感，所以在我推荐它之前，我想知道这是否发生在你身上。协议 11 是您最近尝试过的并且让您感到焦虑的东西吗？
1279,1279,女性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，当我们通过某些协议并发现，正如我们所做的那样，这些协议可以揭示负面情绪和体验。你有没有尝试过协议 11 但发现它太令人痛苦了？
1280,1280,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 11 确实可以带回记忆，这取决于情况，可能是好是坏。您是否尝试过协议 11，它是否对您产生了负面影响？
1283,1283,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,很好，我相信你对协议 11 很熟悉。你最近有没有尝试过协议 11，如果你尝试过，当你想到这些过去的事件时，你是否觉得这带来了一些难以处理的感觉?
1284,1284,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,处理过去发生的事情可能很困难。你是否已经尝试过协议 11 来重新审视这个事件，但发现它太难和痛苦了？
1289,1289,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，重温创伤性事件可能比它的价值更痛苦。你最近有没有尝试过重温这个事件，但发现它太难了？
1291,1291,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,众所周知，协议 11 会对某些人产生负面影响，如果您最近尝试过，我想知道它是否会导致您目前的情绪。您是否熟悉协议 11，如果熟悉，您是否认为它可能导致您的焦虑？
1292,1292,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢，我想将协议 11 作为您可能的建议，但我知道有时和在某些情况下它可能会令人不快。你有没有尝试过协议 11，它对你来说是不是不愉快？
1293,1293,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我觉得我可以向你建议协议 11 来处理过去的事件，但我想确保它适合你。您过去是否尝试过协议 11 并发现它重新点燃了不舒服的情绪？
1295,1295,男性,40-69,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 11 有时会让人们感到不安，所以我想知道您是否遇到过这种情况。协议 6 是否是您尝试过并因此感到不安的东西？
1296,1296,男性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 11 可能对您的情况有所帮助，但它并不适合所有人，因此我想了解它是否适​​合您。您过去是否已经使用过协议 11，并发现它因旧事件而重新点燃了无法控制的情绪？
1298,1298,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我很感激你觉得很舒服与我分享。您是否愿意分享更多信息以便我可以提供帮助？
1299,1299,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢您，您的健康状况对我来说非常重要。我现在会问一些关于你自己的问题，希望能减轻这种痛苦。
1300,1300,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,非常感谢你与我分享这个，我知道这不是一件容易的事。如果您能接受，我还想再问您一些问题，以便我更好地了解您的情况。
1301,1301,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你，到目前为止你真的很勇敢地分享。我想看看我是否可以通过问你几个问题来了解你的感受和这些感受的原因来支持你，你可以吗？
1302,1302,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我知道这对您来说可能很难讨论，但您的信息非常有用，谢谢。如果我继续问你一些问题，以便我更清楚地了解你的情况，可以吗？
1303,1303,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您分享这些细节，我知道这对您来说一定很困难。现在我想问一些问题，以便更好地了解您的情况。
1305,1305,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我非常感谢您对我迄今为止的问题的回答。我将通过一些查询运行我必须充分了解您的情况。
1306,1306,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你。我知道这并不总是那么容易，但你能告诉我的任何事情都会帮助我更好地了解你的情况。你介意我再问你几个问题吗？
1308,1308,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你和我分享你的感受。为了了解您的情况，我现在想征得您的同意，问您一些问题。
1309,1309,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，我知道有时会很困难。我们可以多谈谈您目前的个人情况吗？
1311,1311,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你和我分享，你做得很好。你介意我再问你一些问题，以便我能更好地了解你的情况吗？
1312,1312,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,你的回答对我的理解很有帮助。我非常想了解更多，所以我还有几个问题，如果你觉得可以吗？
1313,1313,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我很高兴你能够对我敞开心扉。我希望我们能进一步深入研究这个问题。
1314,1314,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我很高兴你与我分享了这一点，它真的帮助我更好地理解。我现在想问一些更多的问题来继续那段旅程。
1315,1315,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我真的很感谢你和我分享你的感受。如果您觉得可以继续，我想问您一些问题以进一步了解您的情况。
1316,1316,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享这一点，我知道这样的事情很难公开。我想提供帮助，为此，我需要询问一些有关您的情况的问题。
1318,1318,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢分享，我知道这对你来说不容易。如果可以，我想多谈谈你的情况，以便我了解你来自哪里。
1319,1319,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我非常乐意倾听您的担忧并与我分享您的感受。你愿意多说几句，以便我给你提供一些有用的建议吗？
1320,1320,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享这一切。你介意我们继续前进并一起解决这个问题吗？
1321,1321,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,非常感谢你告诉我。如果你不介意，我会问你几个问题，这样我才能更好地了解发生了什么。
1324,1324,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,我真的很感激你对我敞开心扉。如果你不介意的话，我还有一些问题。
1326,1326,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您信任我并与我分享您的感受。我可以问你一些问题吗？我想更好地了解以帮助您。
1328,1328,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您分享这些感受，我理解这对您来说可能是一个艰难的过程。如果你没问题，我想再问你一些问题，以帮助我更好地了解你的情况。
1329,1329,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,到目前为止，您一直很棒，您的感受绝对有效，我知道重新审视或解决焦虑或过去的事件可能非常困难。可以问一些问题以了解您的情况吗？
1330,1330,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,很高兴你分享了你的感受。我们可以进一步谈谈以帮助我了解我如何在您的情况下为您提供支持吗？
1332,1332,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您回答这些问题，我知道这对您来说可能很困难。我现在想继续问你一些问题，以便更好地了解你此刻的感受。
1333,1333,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您选择与我分享您的感受。如果你觉得舒服，我可以再问你一些问题，看看我怎样才能最好地支持你吗？
1335,1335,女性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你，你做得很好，和我分享这个。如果你没问题，我想再问一些问题，以真正了解你正在经历的事情。
1339,1339,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,再次感谢您与我分享这个。如果你没问题，我想再问一些问题，以便更清楚地了解正在发生的事情。
1340,1340,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享。我可以再问你一些问题，希望我能帮助你处理这种负面情绪吗？
1341,1341,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享，感谢您对我的信任。我想再问你几个关于你的情况的问题，如果你没问题的话。
1342,1342,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,谢谢你和我分享你的感受。现在，我想尝试通过一些问题来更多地了解您的感受。
1343,1343,女性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您迄今为止分享的一切，我真的很感激。我现在想再问一些问题，以便更好地了解情况。
1344,1344,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您分享这些信息并信任我。也许你现在可以帮助我更清楚地了解情况。
1345,1345,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您的分享，它帮助我了解您所经历的一切。我将再问几个问题，以找出帮助您度过难关的最佳方法。
1346,1346,男性,18-39,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您迄今为止的开放态度。我现在想继续提出更多问题，以便我能够更好地理解和帮助您。
1347,1347,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,感谢您与我分享这一点，我很感激这对您来说既艰难又令人沮丧。我可以问几个问题来帮助我了解发生了什么吗？
1349,1349,男性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：
1350,1350,女性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：
1352,1352,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：
1353,1353,男性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我理解你感到焦虑。除了这种感觉，您最近是否也对某人有以下任何一种情绪：
1354,1354,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我完全理解你的感受，这一定很难。如果我可以问，你是否觉得你已经向某人表达了以下任何情绪：
1356,1356,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我们都会感受到情绪，有时会向他人表达情绪，有时这些情绪会非常强烈。您是否认为您对某人有过强烈的感受或表达过以下任何情绪：
1359,1359,男性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,当我们感觉不到自己时，有时我们可以将其发泄在我们周围的人身上。您是否对生活中的任何人强烈感受到或表达了以下任何情绪：
1361,1361,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：
1364,1364,女性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：
1368,1368,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我希望你对你的处境有很多强烈的感受。您是否感受到以下任何一种情绪，无论是在内心还是向另一个人表达：
1369,1369,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：
1374,1374,男性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,每个人一整天都会处理很多情绪，并不是所有的情绪都是积极的。我想问你，你最近有没有特别感受到以下任何一种情绪：
1376,1376,女性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：
1378,1378,女性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你说你有焦虑的感觉，不知道你是否还记得你是否对另一个人有过其他强烈的情绪。您是否认为以下任何一项可能适用于您最近的感受：
1380,1380,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,很高兴您已经认识到您目前的感受，让我们看看我们是否可以识别其他一直困扰着您的负面情绪。您最近是否对任何人感到或表达过以下任何一种情况：
1382,1382,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过以下任何情绪：
1383,1383,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,情绪往往难以识别，我认为你做得很好。重要的是我们了解我们的情绪是从哪里形成的，所以我想问你最近是否有过以下感受：
1386,1386,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我知道当我感到焦虑或害怕时，我有时会不假思索地做出消极的反应；我想知道你是否也遇到过同样的情况。如果我可以问，你会说你对某人有强烈的感受或表达过以下任何一种情绪吗：
1389,1389,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：
1391,1391,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时我们会感到强烈的情绪，而这些情绪并不属于我们；感受它们是可以的，但值得反思它们。您认为您最近是否可能对某人表达过以下任何负面情绪：
1393,1393,女性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,如果可能的话，我想知道您最近是否经历过任何消极和难以处理的情绪。你能告诉我，你对你认识的人是否有强烈的感受或表达过以下任何情绪：
1395,1395,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我想问你一些我们并不引以为豪的感觉，但是当我们感觉不舒服时，有时对他人的负面情绪会留在我们的脑海中。最近有任何这些情绪困扰着你：
1399,1399,女性,18-39,焦虑,您认为您应该成为别人的救星吗？,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？
1400,1400,男性,40-69,焦虑,您认为您应该成为别人的救星吗？,谢谢你，我真的很感谢你的合作，我想我们应该花点时间看看是什么原因导致了你有这种情感。我可以问一下，在你的生活中，你觉得以某种方式“拯救”别人是你的工作吗？
1401,1401,女性,40-69,焦虑,您认为您应该成为别人的救星吗？,有时我们希望我们可以帮助或拯救我们周围的每个人，即使以我们自己的幸福为代价。你最近有没有特别想救人或救人？
1402,1402,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,如果可以的话，我想调查一下，找出你焦虑的根源。您是否通常将自己视为救援者，肩负着将他人从自己的问题和不幸中拯救出来的任务？
1413,1413,女性,40-69,焦虑,您认为您应该成为别人的救星吗？,我了解您感到焦虑。你认为你的焦虑可能是因为你试图拯救一个可能不需要拯救的人吗？
1414,1414,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,也许你给自己施加了太多的压力来帮助别人。你觉得别人太依赖你了吗？
1416,1416,男性,40-69,焦虑,您认为您应该成为别人的救星吗？,很抱歉听到您的麻烦，让我们尝试深入了解它。你相信你是在让某人失望吗？
1418,1418,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,我知道你现在正在经历一个艰难的时刻，但请让我调查一下，看看是否有更深层次的原因。你认为你可能有试图拯救其他人的倾向吗？
1419,1419,女性,18-39,焦虑,您认为您应该成为别人的救星吗？,很抱歉让您感到焦虑，如果还有其他因素在起作用，我希望尝试更好地理解。你现在的感觉是否是因为相信你应该在他们需要帮助的时候帮助他们？
1424,1424,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,听到您感到焦虑，我很抱歉，我想尝试找出您有这种感觉的原因。你有没有觉得大部分时间你可能把别人放在自己之前？
1425,1425,女性,40-69,焦虑,您认为您应该成为别人的救星吗？,我想让你知道我完全理解这种感觉是什么感觉，我接下来的问题可能会帮助我理解表面之下发生的事情。你认为你可以试图成为别人的救援者吗？
1426,1426,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,我知道您现在感到有些不安和焦虑。你能告诉我更多关于你的感受吗？您是否觉得需要帮助生活中的其他人以使自己感觉更好？
1432,1432,男性,18-39,焦虑,您认为您应该成为别人的救星吗？,我可以理解你现在的感受，并想看看这里是否有更深层次的因素在起作用。你认为自己是那种想要或需要拯救他人的人吗？
1440,1440,男性,40-69,焦虑,您认为您应该成为别人的救星吗？,我知道您今天感觉不舒服，想进一步调查是什么困扰着您。你有这种感觉是因为你试图帮助你关心的人吗？
1442,1442,男性,40-69,焦虑,您认为您应该成为别人的救星吗？,首先，让我告诉你，我完全理解你来自哪里以及拥有这些感觉是什么感觉。我想知道，在你的内心深处，你认为总是把别人放在第一位是合理的还是健康的？
1449,1449,女性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白了，谢谢，那么或许我们应该去别处寻找这种焦虑的根源。你会说现在有人在伤害你，强迫你做你不想做的事情或让你受苦吗？
1450,1450,男性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢，我现在想关注的是你对这种焦虑的感受。有没有觉得你之所以有这种感觉是因为别人的所作所为？
1460,1460,女性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢，如果可以的话，我想问一个后续问题。我可以问你是否觉得其他人可能是你消极情绪的原因，而不是你自己的行为或行为？
1464,1464,男性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,那么这样的话，我想知道，也许你觉得你太依赖别人的认可了。你认为你的负面情绪部分是由他人造成的吗？
1465,1465,女性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的，如果您能与我分享更多信息，我将不胜感激。你可能认为自己是受害者吗？你会因为你的负面情绪而责怪别人吗？
1468,1468,男性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,没关系，谢谢。你会因为发生在你身上的事情而责怪任何人吗？你认为自己是这一切的受害者吗？
1475,1475,女性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的，让我们进一步探讨一下。你认为你可能会让别人对你对自己的感觉负责，可能将自己视为受害者吗？
1476,1476,男性,18-39,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,那就好，谢谢解答。我想问一下，如果您不介意，您是否觉得自己受到了伤害和/或其他人对您的负面情绪负责？
1480,1480,男性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,好的，谢谢你的回答。你认为你的负面情绪是由别人对你的行为引起的吗？
1481,1481,女性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,有时我们可能会觉得其他人要为我们的感受负责。您认为现在有人正在引起您的焦虑吗？
1484,1484,男性,40-69,焦虑,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,是不是你觉得你的负面情绪可能要归咎于其他人，这会导致你的焦虑？
1499,1499,女性,18-39,焦虑,您觉得您在试图控制某人吗？,没关系，谢谢你让我知道。难不成你就是想控制别人的人？有时，当我们自己经历痛苦时，我们可能会这样做。
1500,1500,男性,40-69,焦虑,您觉得您在试图控制某人吗？,谢谢，你可以直接说“不”或“是”，因为这有助于我更清楚地了解你的感受。在你的生活中，是否有一种关系让你试图对他们进行过多的控制？
1501,1501,女性,40-69,焦虑,您觉得您在试图控制某人吗？,有时我们希望我们可以 24/7 全天候为某人服务，但这也可能变成控制行为。您是否认为您可能对某人表现出控制性行为，或试图接管他们生活的某些方面？
1508,1508,女性,40-69,焦虑,您觉得您在试图控制某人吗？,谢谢你。或许，您是否相信您正在对一个人施加不适当的压力来获得您所需要的结果？
1510,1510,女性,18-39,焦虑,您觉得您在试图控制某人吗？,我明白了，谢谢，我还有一个问题想问。你有没有觉得生活中有些事情或人太难以预测了，并希望你能对它们有更多的控制？
1513,1513,女性,40-69,焦虑,您觉得您在试图控制某人吗？,我能理解焦虑是什么感觉，有时焦虑会让我们觉得某人没有按照他们应该的方式行事。可能是你试图控制某人，甚至没有意识到吗？
1515,1515,女性,18-39,焦虑,您觉得您在试图控制某人吗？,我明白了，谢谢你，让我们继续下一个问题，试图找到你感受的根源。也许你觉得你在试图控制某人？
1518,1518,男性,18-39,焦虑,您觉得您在试图控制某人吗？,我很感激你对我敞开心扉。在这一切中，您是否看到自己试图影响或控制他人的行为？
1519,1519,女性,18-39,焦虑,您觉得您在试图控制某人吗？,我明白。也许您生活中的某个人没有按照您认为的那样行事，而您可能正在鼓励他们改变自己的方式？
1525,1525,女性,40-69,焦虑,您觉得您在试图控制某人吗？,谢谢你和我谈论这个。另一种可能性是，您可能试图控制他人以减少焦虑，您认为情况可能是这样吗？
1526,1526,男性,18-39,焦虑,您觉得您在试图控制某人吗？,出于某种原因，想要控制生活中的事物或人是很常见的，尤其是当我们正在经历一段艰难的时期并觉得没有任何进展时。你有没有可能试图控制你认识的人？
1527,1527,女性,18-39,焦虑,您觉得您在试图控制某人吗？,当您应该接受事物的现状并允许事物流动时，您是否觉得您可能正在尝试控制情况的结果？
1531,1531,女性,40-69,焦虑,您觉得您在试图控制某人吗？,很难接受我们无法控制他人的想法或行为。你最近有没有发现自己试图控制某人？请放心，我不会因此评判你。
1534,1534,男性,40-69,焦虑,您觉得您在试图控制某人吗？,谢谢你，我想帮助你感觉好些，因为我知道焦虑很难。您是否有可能试图控制某人，这是否会导致您感到压力很大？
1545,1545,男性,40-69,焦虑,您觉得您在试图控制某人吗？,在不打扰的情况下，我可以问一下你生活中是否有人觉得你的行为不像你希望的那样？
1549,1549,女性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,我明白了，那很好，谢谢。最近，你是不是总发现事情没有按计划进行时，总是把责任推到自己身上？
1550,1550,男性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，我想再问问你对这种焦虑的感受。你内心有没有一个声音对你说，这实际上完全取决于你，你应该为这种感觉负责，或者出现问题是你的错？
1558,1558,女性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。你是否总是把情况看得太个人化，以至于你觉得对失败负责，并认为这总是你的错？
1560,1560,女性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，请注意，如果可以的话，让我们进一步探索。有时事情可能会出错或无法解决；当这种情况发生时，你是否觉得自己总是有错？
1567,1567,女性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,很抱歉，您感觉不太好，我想知道您是否为此将责任归咎于自己。你认为你总是为每一个问题责备自己吗？
1568,1568,男性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢，你的情绪和感觉是有效的，我想了解更多。您是否总是觉得生活中的任何困境或问题都应该归咎于您？
1575,1575,女性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢你，如果你同意的话，我希望我们能深入挖掘一下。当事情没有按照你想要的方式发展时，你认为你总是为此责备自己吗？
1590,1590,男性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,谢谢你。这里没有正确或错误的答案，探索事物是好的。当事情不像你想要的那样发展时，你认为你总是要负责吗？
